"","KO_id","average_RP","sd_RP","average_RS","sd_RS","diff_mean","Highest","p.value","p.adjust","sign","type","origin_p.value","origin_p.adjust","Z_score","Significantly","gene","Description"
"5154","K08665",0.0556367647058824,0.0402372274121388,0.0321643529411765,0.0218714496831519,-0.0234724117647059,"RP",0.0362574464757021,0.0479082150534958,-1,"Depleted",0.0725148929514043,0.0958164301069916,-1.66548301190463,"None","HPN","hepsin  [EC:3.4.21.106] "
"5155","K08667",0.0379537058823529,0.0375882796772556,0.0261577058823529,0.0354304493087597,-0.011796,"RP",0.167500378099938,0.191884353218197,-1,"Depleted",0.335000756199875,0.383768706436394,-0.870973346481251,"None","KLK6, PRSS9","kallikrein 6  [EC:3.4.21.-] "
"5156","K08668",3.90788494117647,1.66257614898008,0.676266470588235,0.371264817121505,-3.23161847058824,"RP",8.57042624783542e-10,8.46496571156181e-09,-1,"Depleted",1.71408524956708e-09,1.69299314231236e-08,-5.6407619258295,"Depleted","KLK7, PRSS6","kallikrein 7  [EC:3.4.21.117] "
"5157","K08669",0.768026352941176,0.364673479278714,0.741620235294118,0.293324591518408,-0.0264061176470588,"RP",0.432532016905577,0.441478932141671,-1,"Depleted",0.865064033811154,0.882957864283342,-0.147220646911993,"None","HTRA2, PRSS25","HtrA serine peptidase 2  [EC:3.4.21.108] "
"5158","K08670",46.9041268235294,23.1924571041467,23.3627031176471,20.3076796394167,-23.5414237058824,"RP",0.00802477634808498,0.0123080646154068,-1,"Depleted",0.01604955269617,0.0246161292308136,-2.24737409354286,"Depleted","ST14, PRSS14","suppressor of tumorigenicity protein 14  [EC:3.4.21.109] "
"5159","K08671",0.032018,0.0633451656403233,0.0381997647058823,0.0787050266140364,0.00618176470588235,"RS",0.281843325888679,0.302495421973587,1,"Enriched",0.563686651777358,0.604990843947174,0.517236831538563,"None","PCSK4","proprotein convertase subtilisin/kexin type 4  [EC:3.4.21.-] "
"5160","K08672",0.0218279411764706,0.0254134099602714,0.0301884117647059,0.0295069272291669,0.0083604705882353,"RS",0.169291991719396,0.193460799552715,1,"Enriched",0.338583983438791,0.386921599105431,0.865213532713005,"None","PCSK6","proprotein convertase subtilisin/kexin type 6  [EC:3.4.21.-] "
"5161","K08673",0.209207588235294,0.120248270342061,0.222989058823529,0.148544592689986,0.0137814705882353,"RS",0.486445703765736,0.489413075402312,1,"Enriched",0.972891407531473,0.978826150804624,0.0265406000904787,"None","PCSK7","proprotein convertase subtilisin/kexin type 7  [EC:3.4.21.-] "
"5162","K08674",0.198592,0.130063916838991,0.0522514705882353,0.0558407350765524,-0.146340529411765,"RP",0.000280679908803298,0.000586495331827788,-1,"Depleted",0.000561359817606597,0.00117299066365558,-3.24536767297496,"Depleted","FAP","fibroblast activation protein, alpha  [EC:3.4.21.-] "
"5163","K08675",16.1302611764706,8.17618022325019,9.76578882352941,3.76303999687492,-6.36447235294118,"RP",0.00380528382376355,0.00633862994439861,-1,"Depleted",0.0076105676475271,0.0126772598887972,-2.49270927496214,"Depleted","PRSS15, PIM1","ATP-dependent Lon protease  [EC:3.4.21.53] "
"5164","K08676",2986.17423729411,472.592813205255,3469.51262311765,310.885496999454,483.338385823535,"RS",0.000374659183073312,0.000764429175428348,1,"Enriched",0.000749318366146624,0.0015288583508567,3.1691493065547,"Enriched","tri","tricorn protease  [EC:3.4.21.-] "
"5165","K08677",132.794581823529,41.9126809936031,52.5836201176471,28.0238747439899,-80.2109617058823,"RP",6.83491493264875e-07,2.38944180572273e-06,-1,"Depleted",1.36698298652975e-06,4.77888361144547e-06,-4.57426776013689,"Depleted","K08677","kumamolisin "
"5166","K08678",1174.47846111765,196.841699083844,1190.193211,290.407605506799,15.7147498823529,"RS",0.226786852239364,0.249225419949063,1,"Enriched",0.453573704478727,0.498450839898127,0.67692925743702,"None","UXS1, uxs","UDP-glucuronate decarboxylase  [EC:4.1.1.35] "
"5167","K08679",1563.76506535294,207.268287068607,1715.7265097647,252.608153844073,151.961444411763,"RS",0.0337438987456933,0.044680143065891,1,"Enriched",0.0674877974913865,0.089360286131782,1.6987818951432,"None","GAE, cap1J","UDP-glucuronate 4-epimerase  [EC:5.1.3.6] "
"5168","K08680",1560.01393335294,322.158115261278,1136.33083976471,261.549134257831,-423.683093588234,"RP",0.000148431640707574,0.000326056733099652,-1,"Depleted",0.000296863281415148,0.000652113466199304,-3.40895871997601,"Depleted","menH","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase  [EC:4.2.99.20] "
"5169","K08681",1358.04340370588,386.552242782764,1161.69003970588,319.780230532673,-196.353364,"RP",0.0394283560831441,0.0515325018715866,-1,"Depleted",0.0788567121662883,0.103065003743173,-1.6301726918952,"None","pdxT, pdx2","pyridoxal 5'-phosphate synthase pdxT subunit  [EC:4.3.3.6] "
"5170","K08682",159.323914941176,57.4742942309875,58.2980492352941,15.3675227227915,-101.025865705882,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","acpH","acyl carrier protein phosphodiesterase  [EC:3.1.4.14] "
"5171","K08683",1789.07747641176,408.085680518855,1675.26166458823,370.784452721392,-113.815811823529,"RP",0.187640437897016,0.209669686522512,-1,"Depleted",0.375280875794032,0.419339373045025,-0.80756789802842,"None","HSD17B10","3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase  [EC:1.1.1.35 1.1.1.178] "
"5172","K08685",37.0042694117647,16.697825383621,38.7966028823529,9.36063590943427,1.79233347058824,"RS",0.0907884595885248,0.109363987338253,1,"Enriched",0.18157691917705,0.218727974676506,1.22991756831981,"None","qhpA","quinohemoprotein amine dehydrogenase  [EC:1.4.9.1] "
"5173","K08686",1.99546229411765,0.835573385585743,0.245304117647059,0.124022574974721,-1.75015817647059,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","cbdA","2-halobenzoate 1,2-dioxygenase large subunit  [EC:1.14.12.13] "
"5174","K08687",1.31478311764706,0.368115531996051,1.93593835294118,0.620174358175479,0.621155235294118,"RS",0.000994996919403138,0.00186281494473857,1,"Enriched",0.00198999383880628,0.00372562988947715,2.90050407921158,"Enriched","E3.5.1.59","N-carbamoylsarcosine amidase  [EC:3.5.1.59] "
"5175","K08688",100.589824294118,83.5307821046156,77.1800724705882,46.1008022630561,-23.4097518235294,"RP",0.129705861857019,0.152001029468416,-1,"Depleted",0.259411723714038,0.304002058936832,-1.02788896925007,"None","E3.5.3.3","creatinase  [EC:3.5.3.3] "
"5176","K08689",7.03253070588235,3.38695413647561,4.41406305882353,2.01503661585216,-2.61846764705882,"RP",0.00724745754234406,0.0112288494157538,-1,"Depleted",0.0144949150846881,0.0224576988315075,-2.28253626710864,"Depleted","bphAa, bphA1, bphA","biphenyl 2,3-dioxygenase subunit alpha  [EC:1.14.12.18] "
"5177","K08690",10.2008015294118,6.07465189489618,4.61900529411765,4.27550833167882,-5.58179623529412,"RP",0.00425373609091597,0.00701382943503538,-1,"Depleted",0.00850747218183195,0.0140276588700708,-2.45655433151862,"Depleted","bphB","cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase  [EC:1.3.1.56] "
"5178","K08691",2096.62286682353,914.766140096152,2965.56262735294,589.736806782287,868.939760529413,"RS",0.000870873150140987,0.00165097035548693,1,"Enriched",0.00174174630028197,0.00330194071097386,2.93813418954411,"Enriched","mcl","malyl-CoA/(S)-citramalyl-CoA lyase  [EC:4.1.3.24 4.1.3.25] "
"5179","K08692",76.3669132941177,25.4343365523227,21.338772,6.13601323001031,-55.0281412941177,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","mtkB","malate-CoA ligase subunit alpha  [EC:6.2.1.9] "
"5180","K08693",300.689414647059,205.664528858849,181.550209176471,151.349482064832,-119.139205470588,"RP",0.0569611131735842,0.071767664567806,-1,"Depleted",0.113922226347168,0.143535329135612,-1.4627517170237,"None","yfkN","2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase  [EC:3.1.4.16 3.1.3.6 3.1.3.5] "
"5181","K08696",0.287811588235294,0.548897621871221,0.256244235294118,0.207399755531597,-0.0315673529411765,"RP",0.156691906964198,0.180429472059004,-1,"Depleted",0.313383813928397,0.360858944118008,-0.913729604503144,"None","ccmK","carbon dioxide concentrating mechanism protein CcmK "
"5182","K08697",10.724243,4.64773266350224,49.1400432941176,11.3979303842344,38.4158002941176,"RS",4.28521312391771e-10,5.37997560083099e-09,1,"Enriched",8.57042624783542e-10,1.0759951201662e-08,5.71829296656914,"Enriched","ccmL","carbon dioxide concentrating mechanism protein CcmL "
"5183","K08698",82.2562675882353,50.3865581788012,50.6637629411765,44.9446445802909,-31.5925046470588,"RP",0.0425412891640304,0.0551698752191864,-1,"Depleted",0.0850825783280609,0.110339750438373,-1.59666791877485,"None","ccmM","carbon dioxide concentrating mechanism protein CcmM "
"5184","K08699",0.0756465882352941,0.254598019560016,0.00591064705882353,0.0111925342915556,-0.0697359411764706,"RP",0.461175324454694,0.467032627339097,-1,"Depleted",0.922350648909389,0.934065254678193,-0.0827312266774569,"None","ccmN","carbon dioxide concentrating mechanism protein CcmN "
"5185","K08700",1.25729123529412,0.60821553873396,2.071938,1.29765242475061,0.814646764705882,"RS",0.0394283560831441,0.0515325018715866,1,"Enriched",0.0788567121662883,0.103065003743173,1.6301726918952,"None","ccmO","carbon dioxide concentrating mechanism protein CcmO "
"5186","K08713",134.767289647059,89.0208256499618,69.6883407058824,66.4143578766107,-65.0789489411765,"RP",0.0107960498151226,0.0160633267145423,-1,"Depleted",0.0215920996302452,0.0321266534290846,-2.142831220203,"Depleted","lctB","potassium channel LctB "
"5187","K08714",723.974716529412,229.634982390017,225.332717705882,86.4735258530838,-498.64199882353,"RP",1.71408524956708e-09,1.42426407210405e-08,-1,"Depleted",3.42817049913417e-09,2.8485281442081e-08,-5.55050055033285,"Depleted","VGSC","voltage-gated sodium channel "
"5188","K08715",23.9182678235294,6.20109308511339,17.8111364117647,3.86629203283994,-6.1071314117647,"RP",0.00212512546354115,0.00372275725025977,-1,"Depleted",0.00425025092708229,0.00744551450051954,-2.67623173362749,"Depleted","IRPC","inward rectifier potassium channel "
"5189","K08716",4.58052941176471,1.34391208236268,5.29547623529412,2.14533229552177,0.714946823529411,"RS",0.187640437897016,0.209669686522512,1,"Enriched",0.375280875794032,0.419339373045025,0.80756789802842,"None","SLC14A","solute carrier family 14 (urea transporter) "
"5190","K08717",57.7367491176471,76.311466809663,59.1007345294118,17.3437255608837,1.36398541176471,"RS",0.000994996919403138,0.00186281494473857,1,"Enriched",0.00198999383880628,0.00372562988947715,2.90050407921158,"Enriched","utp","urea transporter "
"5191","K08720",31.6699901764706,16.3067612165036,12.7656412352941,3.15929424745188,-18.9043489411765,"RP",2.87109279302487e-08,1.48106072099483e-07,-1,"Depleted",5.74218558604973e-08,2.96212144198966e-07,-5.12584123449441,"Depleted","ompU","outer membrane protein OmpU "
"5192","K08721",6.83499070588235,16.591288693114,0.936114411764706,1.00787689729718,-5.89887629411765,"RP",0.0143350007868937,0.0206673942610705,-1,"Depleted",0.0286700015737874,0.0413347885221411,-2.04015602063679,"Depleted","oprJ","outer membrane protein, multidrug efflux system "
"5193","K08722",17.1956894705882,19.7833408813456,8.46860005882353,8.07747237183684,-8.72708941176471,"RP",0.281445886787189,0.302095790043484,-1,"Depleted",0.562891773574378,0.604191580086967,-0.518382273562179,"None","yfbR","5'-deoxynucleotidase  [EC:3.1.3.89] "
"5194","K08723",23.6414108823529,17.4935558661964,16.2158199411765,9.28241111720403,-7.42559094117647,"RP",0.247923146176736,0.270086380742662,-1,"Depleted",0.495846292353472,0.540172761485324,-0.612551763131966,"None","yjjG","pyrimidine 5'-nucleotidase  [EC:3.1.3.-] "
"5195","K08724",467.861416647059,403.798166235672,135.986696882353,168.219955227376,-331.874719764706,"RP",0.00166263569523739,0.00298332843079854,-1,"Depleted",0.00332527139047478,0.00596665686159708,-2.74960815408764,"Depleted","pbpB","penicillin-binding protein 2B "
"5196","K08726",526.874154352941,41.9560850838833,470.421207058823,59.4305247368058,-56.4529472941178,"RP",0.000663067310473658,0.00128784165479962,-1,"Depleted",0.00132613462094732,0.00257568330959924,-3.01430546640157,"Depleted","EPHX2","soluble epoxide hydrolase / lipid-phosphate phosphatase  [EC:3.3.2.10 3.1.3.76] "
"5197","K08728",66.2333622941177,35.0453159920598,13.0985794117647,5.0005418491616,-53.134782882353,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","E2.4.2.6","nucleoside deoxyribosyltransferase  [EC:2.4.2.6] "
"5198","K08735",1.33913576470588,0.585247116270932,0.984037058823529,0.414002708983207,-0.355098705882353,"RP",0.0364982679039997,0.0480366359383642,-1,"Depleted",0.0729965358079994,0.0960732718767285,-1.66419597650286,"None","MSH2","DNA mismatch repair protein MSH2 "
"5199","K08736",0.137496176470588,0.0815900356287728,0.168836823529412,0.0993507202265258,0.0313406470588235,"RS",0.189869534475161,0.211944112282676,1,"Enriched",0.379739068950322,0.423888224565351,0.799693802478198,"None","MSH3","DNA mismatch repair protein MSH3 "
"5200","K08737",10.0298272941176,3.95602155370364,5.75394935294118,1.86637144374358,-4.27587794117647,"RP",0.000106826077966145,0.000239781129513867,-1,"Depleted",0.000213652155932289,0.000479562259027733,-3.49191977602538,"Depleted","MSH6","DNA mismatch repair protein MSH6 "
"5201","K08738",6181.53728535294,727.277636010225,5616.62789735295,873.718818567481,-564.909387999995,"RP",0.045844063614126,0.0590460554037309,-1,"Depleted",0.0916881272282519,0.118092110807462,-1.56283201917236,"None","CYC","cytochrome c "
"5202","K08740",9.88207382352941,3.26405764816492,7.026186,2.11457732921747,-2.85588782352941,"RP",0.00474724908815164,0.00772912495217658,-1,"Depleted",0.00949449817630328,0.0154582499043532,-2.42146122939817,"Depleted","MSH4","DNA mismatch repair protein MSH4 "
"5203","K08743",0.235694588235294,0.128415302101258,0.378377294117647,0.189903927270727,0.142682705882353,"RS",0.00979409499517018,0.0147051881458846,1,"Enriched",0.0195881899903404,0.0294103762917693,2.17794171539226,"Enriched","ENPP6","ectonucleotide pyrophosphatase/phosphodiesterase family member 6  [EC:3.1.4.-] "
"5204","K08744",1413.52063370588,196.228448204666,1214.22266276471,173.896911221863,-199.297970941176,"RP",0.00212512546354115,0.00372275725025977,-1,"Depleted",0.00425025092708229,0.00744551450051954,-2.67623173362749,"Depleted","CRLS","cardiolipin synthase (CMP-forming)  [EC:2.7.8.41] "
"5205","K08745",0.0265324117647059,0.0220046360401019,0.0620998235294118,0.0282451077317721,0.0355674117647059,"RS",0.000528987013715781,0.00105447080217517,1,"Enriched",0.00105797402743156,0.00210894160435033,3.07444562607195,"Enriched","SLC27A1_4, FATP1_4","solute carrier family 27 (fatty acid transporter), member 1/4  [EC:6.2.1.-] "
"5206","K08746",0.340523647058824,0.143543268699694,0.555773294117647,0.197360411060503,0.215249647058824,"RS",0.000576755833295645,0.00113466343674503,1,"Enriched",0.00115351166659129,0.00226932687349005,3.05251460527945,"Enriched","SLC27A2, FACVL1, FATP2","solute carrier family 27 (fatty acid transporter), member 2  [EC:6.2.1.- 6.2.1.3] "
"5207","K08749",0.0438495294117647,0.0742207277392219,0.0248015882352941,0.0344165965761049,-0.0190479411764706,"RP",0.286385422027774,0.307233402941674,-1,"Depleted",0.572770844055549,0.614466805883347,-0.503707686840235,"None","SLC27A6, FATP6","solute carrier family 27 (fatty acid transporter), member 6 "
"5208","K08756",1.23407805882353,2.34972755409549,1.21092011764706,2.85055832887657,-0.0231579411764706,"RP",0.277917998892005,0.299162512888667,-1,"Depleted",0.555835997784011,0.598325025777335,-0.526810737312549,"None","FABP7","fatty acid-binding protein 7, brain "
"5209","K08762",396.095168529412,118.16683158823,310.635841647059,55.8520817352399,-85.4593268823529,"RP",0.00724745754234406,0.0112288494157538,-1,"Depleted",0.0144949150846881,0.0224576988315075,-2.28253626710864,"Depleted","DBI, ACBP","diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein) "
"5210","K08764",271.083981,87.0417994773416,389.316282705883,71.1580234471795,118.232301705883,"RS",3.08505348430208e-05,7.68817475634353e-05,1,"Enriched",6.17010696860415e-05,0.000153763495126871,3.78491116357131,"Enriched","SCP2, SCPX","sterol carrier protein 2  [EC:2.3.1.176] "
"5211","K08765",0.404621294117647,0.820627451879335,0.0112552941176471,0.046406766494452,-0.393366,"RP",0.00340233094520013,0.00572203723707355,-1,"Depleted",0.00680466189040026,0.0114440744741471,-2.5288382793371,"Depleted","CPT1A","carnitine O-palmitoyltransferase 1, liver isoform  [EC:2.3.1.21] "
"5212","K08770",0.298315941176471,0.096653113232626,0.455492176470588,0.0962227422132076,0.157176235294118,"RS",2.55111592906193e-05,6.46913137866589e-05,1,"Enriched",5.10223185812386e-05,0.000129382627573318,3.82763080879746,"Enriched","UBC","ubiquitin C "
"5213","K08771",3.09358376470588,1.84078908051213,1.32002841176471,0.965652964265052,-1.77355535294118,"RP",2.55111592906193e-05,6.46913137866589e-05,-1,"Depleted",5.10223185812386e-05,0.000129382627573318,-3.82763080879746,"Depleted","AQP7","aquaporin-7 "
"5214","K08772",0.00256258823529412,0.0072942993842694,0.00467729411764706,0.0113223943843866,0.00211470588235294,"RS",0.327369976800167,0.344690382218978,1,"Enriched",0.654739953600334,0.689380764437956,0.399695557711974,"None","SLC27A3, FATP3","solute carrier family 27 (fatty acid transporter), member 3  [EC:6.2.1.-] "
"5215","K08776",69.3870401176471,17.5227936537055,122.419873352941,18.2168427125887,53.0328332352941,"RS",8.14190493544365e-09,5.06084333622827e-08,1,"Enriched",1.62838098708873e-08,1.01216866724565e-07,5.32452556536992,"Enriched","NPEPPS","puromycin-sensitive aminopeptidase  [EC:3.4.11.14] "
"5216","K08777",61.4646897647059,60.0399686356446,17.005849,25.7617215691578,-44.4588407647059,"RP",0.00302995292839081,0.00515408777307507,-1,"Depleted",0.00605990585678161,0.0103081755461501,-2.56531641238181,"Depleted","nprB","neutral peptidase B  [EC:3.4.24.-] "
"5217","K08779",133.003818235294,38.5503250525931,77.7285834117647,16.6879790756352,-55.2752348235294,"RP",3.08021119347205e-06,9.24370457861503e-06,-1,"Depleted",6.1604223869441e-06,1.84874091572301e-05,-4.28241701208944,"Depleted","CPA1","carboxypeptidase A1  [EC:3.4.17.1] "
"5218","K08780",3.21178164705882,1.0824847320175,3.02448105882353,0.967373078589284,-0.187300588235294,"RP",0.341605835280984,0.3574910262306,-1,"Depleted",0.683211670561968,0.714982052461199,-0.365173293493683,"None","CPA3","carboxypeptidase A3  [EC:3.4.17.1] "
"5219","K08781",10.2498402352941,3.60799012248434,8.36951529411765,2.92997129495499,-1.88032494117647,"RP",0.0700320965034109,0.0866228109616877,-1,"Depleted",0.140064193006822,0.173245621923375,-1.36184875317826,"None","CPA5","carboxypeptidase A5  [EC:3.4.17.1] "
"5220","K08782",1.22534658823529,0.622787711528581,1.99301488235294,0.835022382216854,0.767668294117647,"RS",0.00166263569523739,0.00298332843079854,1,"Enriched",0.00332527139047478,0.00596665686159708,2.74960815408764,"Enriched","CPA6","carboxypeptidase A6  [EC:3.4.17.1] "
"5221","K08783",40.8046965882353,14.1638483754855,10.4315161764706,4.38942695403805,-30.3731804117647,"RP",1.71408524956708e-09,1.42426407210405e-08,-1,"Depleted",3.42817049913417e-09,2.8485281442081e-08,-5.55050055033285,"Depleted","ECM14","extracellular matrix protein 14  [EC:3.4.17.-] "
"5222","K08784",3.51167405882353,2.00706027067308,14.488343,5.14644397063822,10.9766689411765,"RS",1.71408524956708e-09,1.42426407210405e-08,1,"Enriched",3.42817049913417e-09,2.8485281442081e-08,5.55050055033285,"Enriched","HTRA1, PRSS11","HtrA serine peptidase 1  [EC:3.4.21.-] "
"5223","K08788",0.314432294117647,0.138485769424499,0.567132588235294,0.299128954082319,0.252700294117647,"RS",0.000500611024254126,0.000998402639062395,1,"Enriched",0.00100122204850825,0.00199680527812479,3.0907070582496,"Enriched","DMPK","dystrophia myotonica-protein kinase  [EC:2.7.11.1] "
"5224","K08793",0.00254447058823529,0.00729344717981188,0.00899147058823529,0.0118791833847999,0.006447,"RS",0.025829464076642,0.0351596096645302,1,"Enriched",0.051658928153284,0.0703192193290604,1.80984891930395,"None","STK32, YANK","serine/threonine kinase 32  [EC:2.7.11.1] "
"5225","K08794",1.01821276470588,0.519947497631075,2.00642429411765,0.712630038598199,0.988211529411765,"RS",4.46737753381545e-05,0.000107402606843327,1,"Enriched",8.9347550676309e-05,0.000214805213686654,3.70093651980453,"Enriched","CAMK1","calcium/calmodulin-dependent protein kinase I  [EC:2.7.11.17] "
"5226","K08798",0.112363294117647,0.0789559622145192,0.229715411764706,0.101000215622331,0.117352117647059,"RS",0.000576755833295645,0.00113466343674503,1,"Enriched",0.00115351166659129,0.00226932687349005,3.05251460527945,"Enriched","MARK","MAP/microtubule affinity-regulating kinase  [EC:2.7.11.1] "
"5227","K08802",8.85571352941176,2.53464411373809,18.1877320588235,5.19832975727715,9.33201852941176,"RS",2.1768882669502e-07,8.73075773953377e-07,1,"Enriched",4.35377653390039e-07,1.74615154790675e-06,4.78078139773443,"Enriched","SNRK","SNF related kinase  [EC:2.7.11.1] "
"5228","K08803",0.61935,0.720745687568264,0.823854823529412,0.455285927916078,0.204504823529412,"RS",0.00269678275026195,0.00463184940273237,1,"Enriched",0.00539356550052391,0.00926369880546474,2.60216604590915,"Enriched","DAPK","death-associated protein kinase  [EC:2.7.11.1] "
"5229","K08810",0.00548194117647059,0.0126550813187361,0.00258170588235294,0.00740190934628277,-0.00290023529411765,"RP",0.288086350084223,0.30859071663826,-1,"Depleted",0.576172700168446,0.61718143327652,-0.499848960120575,"None","TRIO","triple functional domain protein  [EC:2.7.11.1] "
"5230","K08811",0.0160926470588235,0.0204612942373557,0.0303859411764706,0.0270069438604931,0.0142932941176471,"RS",0.0594388594831754,0.074834661526449,1,"Enriched",0.118877718966351,0.149669323052898,1.4407004665429,"None","TSSK, STK22","testis-specific serine kinase  [EC:2.7.11.1] "
"5231","K08818",0.219321705882353,0.296331453428371,0.157470588235294,0.0616181361735922,-0.0618511176470588,"RP",0.5,0.5,-1,"Depleted",1,1,0,"None","CDC2L","cell division cycle 2-like  [EC:2.7.11.22] "
"5232","K08824",0.143636352941176,0.0647810561959872,0.0878920588235294,0.0510179573869223,-0.0557442941176471,"RP",0.00724745754234406,0.0112288494157538,-1,"Depleted",0.0144949150846881,0.0224576988315075,-2.28253626710864,"Depleted","CDKL","cyclin-dependent kinase-like  [EC:2.7.11.22] "
"5233","K08830",0.0108224705882353,0.0236535935988531,0.0136152352941176,0.016052939674439,0.00279276470588235,"RS",0.142596134442403,0.165976165766293,1,"Enriched",0.285192268884806,0.331952331532586,0.970188922100001,"None","RAGE, MOK","renal tumor antigen  [EC:2.7.11.22] "
"5234","K08832",2.52677782352941,0.971961072180957,6.04300023529412,2.23930370561835,3.51622241176471,"RS",5.19367830618827e-07,1.87277289028172e-06,1,"Enriched",1.03873566123765e-06,3.74554578056344e-06,4.6250242494596,"Enriched","SRPK3, STK23","serine/threonine-protein kinase SRPK3  [EC:2.7.11.1] "
"5235","K08834",3.66413217647059,2.15434296475614,0.631760882352941,0.644491684632634,-3.03237129411765,"RP",4.15665673020018e-08,2.03605154725835e-07,-1,"Depleted",8.31331346040036e-08,4.07210309451669e-07,-5.06555587532911,"Depleted","MYO3, DFNB30","myosin III  [EC:2.7.11.1] "
"5236","K08835",0.0193231764705882,0.0219424763792607,0.0117327058823529,0.0117768532021754,-0.0075904705882353,"RP",0.153525703185923,0.176918976489138,-1,"Depleted",0.307051406371845,0.353837952978275,-0.927170622884277,"None","OXSR1, STK39","serine/threonine-protein kinase OSR1/STK39  [EC:2.7.11.1] "
"5237","K08838",0.00336188235294118,0.0138613960420765,0.0107649411764706,0.0188011345384746,0.00740305882352941,"RS",0.0486187063058208,0.0625394470002224,1,"Enriched",0.0972374126116415,0.125078894000445,1.53379987405221,"None","STK24_25_MST4","serine/threonine-protein kinase 24/25/MST4  [EC:2.7.11.1] "
"5238","K08843",0.00502441176470588,0.0155608620064042,0.0109595882352941,0.0148234750778066,0.00593517647058823,"RS",0.0503468969845784,0.0643567936823786,1,"Enriched",0.100693793969157,0.128713587364757,1.51919433295347,"None","LRRK1","leucine-rich repeat kinase 1  [EC:2.7.11.1] "
"5239","K08844",7.25373135294118,2.55332667584653,3.60460182352941,1.39154856055638,-3.64912952941176,"RP",2.43100140519852e-06,7.46283960188428e-06,-1,"Depleted",4.86200281039703e-06,1.49256792037686e-05,-4.32978234303194,"Depleted","LRRK2","leucine-rich repeat kinase 2  [EC:2.7.11.1] "
"5240","K08848",0.00591164705882353,0.0108280677174022,0.0103591764705882,0.0094159508165353,0.00444752941176471,"RS",0.0677630059517622,0.0841880705457865,1,"Enriched",0.135526011903524,0.168376141091573,1.37744036263187,"None","RIPK4","receptor-interacting serine/threonine-protein kinase 4  [EC:2.7.11.1] "
"5241","K08850",3.88602805882353,1.87819513719743,8.63872323529412,2.73648932304007,4.75269517647059,"RS",1.49039712449858e-06,4.82246207443238e-06,1,"Enriched",2.98079424899716e-06,9.64492414886477e-06,4.42498442509839,"Enriched","AURKX","aurora kinase, other  [EC:2.7.11.1] "
"5242","K08851",2.71985941176471,0.904367654636933,10.7538797647059,3.08066633861291,8.03402035294118,"RS",4.28521312391771e-10,5.37997560083099e-09,1,"Enriched",8.57042624783542e-10,1.0759951201662e-08,5.71829296656914,"Enriched","TP53RK, PRPK, BUD32","TP53 regulating kinase and related kinases  [EC:2.7.11.1] "
"5243","K08852",0.107649588235294,0.0598840957872568,0.0975118235294118,0.0720338552177336,-0.0101377647058824,"RP",0.2453860727239,0.268269165131731,-1,"Depleted",0.490772145447799,0.536538330263461,-0.618056143692263,"None","ERN1","serine/threonine-protein kinase/endoribonuclease IRE1  [EC:2.7.11.1 3.1.26.-] "
"5244","K08857",4.22748529411765,1.96372817314871,17.9658581764706,5.42016385835084,13.7383728823529,"RS",4.28521312391771e-10,5.37997560083099e-09,1,"Enriched",8.57042624783542e-10,1.0759951201662e-08,5.71829296656914,"Enriched","NEK1_4_5","serine/threonine-protein kinase Nek1/4/5  [EC:2.7.11.1] "
"5245","K08858",9.22555976470588,3.60774692147314,7.01664776470588,2.39887470905731,-2.208912,"RP",0.045844063614126,0.0590460554037309,-1,"Depleted",0.0916881272282519,0.118092110807462,-1.56283201917236,"None","SBK","serine/threonine-protein kinase SBK  [EC:2.7.11.1] "
"5246","K08860",0.0144878235294118,0.0347996588583051,0.0253794705882353,0.0392040103594608,0.0108916470588235,"RS",0.115552551896482,0.136690779507668,1,"Enriched",0.231105103792965,0.273381559015337,1.09530837640756,"None","EIF2AK3","eukaryotic translation initiation factor 2-alpha kinase 3  [EC:2.7.11.1] "
"5247","K08861",0.122694941176471,0.263682869174903,0.0338168235294118,0.014294822245464,-0.0888781176470588,"RP",0.184885274430645,0.207380166214363,-1,"Depleted",0.369770548861291,0.414760332428726,-0.815545148157002,"None","PLK2","polo-like kinase 2  [EC:2.7.11.21] "
"5248","K08863",0.0818971764705882,0.053885761593666,0.184536294117647,0.0900259775417384,0.102639117647059,"RS",5.3503456979987e-05,0.000126882336426835,1,"Enriched",0.000107006913959974,0.000253764672853671,3.65843036000619,"Enriched","PLK4","polo-like kinase 4  [EC:2.7.11.21] "
