"","KO_id","average_RP","sd_RP","average_RS","sd_RS","diff_mean","Highest","p.value","p.adjust","sign","type","origin_p.value","origin_p.adjust","Z_score","Significantly","gene","Description"
"2345","K03117",2013.33364770588,346.124865453998,1495.97509264706,210.110451154391,-517.358555058824,"RP",1.15700754345778e-06,3.83018169459216e-06,-1,"Depleted",2.31401508691556e-06,7.66036338918432e-06,-4.47446287638988,"Depleted","tatB","sec-independent protein translocase protein TatB "
"2346","K03118",2828.11782452941,186.184674827972,2241.70857582353,155.616564054141,-586.409248705884,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","tatC","sec-independent protein translocase protein TatC "
"2347","K03119",1510.40997647059,268.444997690791,1645.65901952941,255.692193902586,135.249043058824,"RS",0.0118831505342834,0.0174948804637774,1,"Enriched",0.0237663010685667,0.0349897609275549,2.10847687569551,"Enriched","tauD","taurine dioxygenase  [EC:1.14.11.17] "
"2348","K03120",4.61369052941177,1.2381052369653,10.0283575882353,3.17267646891544,5.41466705882353,"RS",5.14225574870125e-09,3.43387460978165e-08,1,"Enriched",1.02845114974025e-08,6.86774921956329e-08,5.39459706842679,"Enriched","TBP, tbp","transcription initiation factor TFIID TATA-box-binding protein "
"2349","K03124",63.0261831176471,16.5445357239863,152.617972705882,52.421372055925,89.5917895882353,"RS",8.14190493544365e-09,5.06084333622827e-08,1,"Enriched",1.62838098708873e-08,1.01216866724565e-07,5.32452556536992,"Enriched","TFIIB, GTF2B, SUA7, tfb","transcription initiation factor TFIIB "
"2350","K03130",21.8652095294118,9.12419502716982,10.8364469411765,2.28124407256875,-11.0287625882353,"RP",6.07386108184096e-06,1.72149923317715e-05,-1,"Depleted",1.21477221636819e-05,3.44299846635429e-05,-4.14199367091906,"Depleted","TAF5","transcription initiation factor TFIID subunit 5 "
"2351","K03131",0.100149647058824,0.297888839726529,0.0151326470588235,0.0623935022187218,-0.085017,"RP",0.0486187063058208,0.0625394470002224,-1,"Depleted",0.0972374126116415,0.125078894000445,-1.53379987405221,"None","TAF6","transcription initiation factor TFIID subunit 6 "
"2352","K03135",0.860066470588235,1.81519397335747,0.389590470588235,0.714189076194035,-0.470476,"RP",0.0721347015176452,0.0891777190956411,-1,"Depleted",0.14426940303529,0.178355438191282,-1.34583592056419,"None","TAF11","transcription initiation factor TFIID subunit 11 "
"2353","K03136",3.40243794117647,1.19073433186188,8.67699211764706,2.12930813059811,5.27455417647059,"RS",1.71408524956708e-09,1.42426407210405e-08,1,"Enriched",3.42817049913417e-09,2.8485281442081e-08,5.55050055033285,"Enriched","TFIIE1, GTF2E1, TFA1, tfe","transcription initiation factor TFIIE subunit alpha "
"2354","K03140",0.0705933529411765,0.0547717290647524,0.0368826470588235,0.037466403893924,-0.0337107058823529,"RP",0.0548958600961169,0.069565956800047,-1,"Depleted",0.109791720192234,0.139131913600094,-1.47903143465789,"None","TAF14","transcription initiation factor TFIID/TFIIF subunit "
"2355","K03142",44.3204931176471,16.901625832565,73.2728780588235,14.502684331253,28.9523849411765,"RS",9.3370508757043e-06,2.5631120050953e-05,1,"Enriched",1.86741017514086e-05,5.1262240101906e-05,4.04979627567017,"Enriched","TFIIH2, GTF2H2, SSL1","transcription initiation factor TFIIH subunit 2 "
"2356","K03147",16481.1382812941,1694.96501276576,16343.9204055294,1654.45332911744,-137.217875764702,"RP",0.472906635893351,0.47714706244498,-1,"Depleted",0.945813271786703,0.954294124889961,-0.0573151843304086,"None","thiC","phosphomethylpyrimidine synthase  [EC:4.1.99.17] "
"2357","K03148",57.4474716470588,47.653596172508,24.8432722352941,23.6669219385306,-32.6041994117647,"RP",0.0118831505342834,0.0174948804637774,-1,"Depleted",0.0237663010685667,0.0349897609275549,-2.10847687569551,"Depleted","thiF","sulfur carrier protein ThiS adenylyltransferase  [EC:2.7.7.73] "
"2358","K03149",3010.79736658824,479.939690123289,3319.08949311765,512.090570858448,308.292126529414,"RS",0.0223616566294548,0.0307837120762218,1,"Enriched",0.0447233132589096,0.0615674241524436,1.8693982767948,"None","thiG","thiazole synthase  [EC:2.8.1.10] "
"2359","K03150",79.4702130588235,21.2319557843147,90.7812490588235,20.7470733660769,11.311036,"RS",0.079915800447258,0.0977831542057913,1,"Enriched",0.159831600894516,0.195566308411583,1.29428699062963,"None","thiH","2-iminoacetate synthase  [EC:4.1.99.19] "
"2360","K03151",274.818142882353,163.56227409384,216.828874647059,84.8243240303905,-57.9892682352941,"RP",0.152862684776354,0.176222397999551,-1,"Depleted",0.305725369552709,0.352444795999101,-0.929857643553205,"None","thiI","tRNA uracil 4-sulfurtransferase  [EC:2.8.1.4] "
"2361","K03152",550.961924176471,311.840714584073,235.945874411765,154.169641091109,-315.016049764706,"RP",0.000500611024254126,0.000998402639062395,-1,"Depleted",0.00100122204850825,0.00199680527812479,-3.0907070582496,"Depleted","thiJ","protein deglycase  [EC:3.5.1.124] "
"2362","K03153",1558.103674,186.907796661073,1080.30077594118,189.335691194704,-477.802898058824,"RP",8.35616559163953e-08,3.74008303804238e-07,-1,"Depleted",1.67123311832791e-07,7.48016607608476e-07,-4.94846337715738,"Depleted","thiO","glycine oxidase  [EC:1.4.3.19] "
"2363","K03154",1736.69458758823,431.032027438152,1333.04532011765,294.438878829715,-403.649267470588,"RP",0.00212512546354115,0.00372275725025977,-1,"Depleted",0.00425025092708229,0.00744551450051954,-2.67623173362749,"Depleted","thiS","sulfur carrier protein "
"2364","K03163",5.46860994117647,1.79842254072814,8.55031411764706,3.29512988074685,3.08170417647059,"RS",0.000374659183073312,0.000764429175428348,1,"Enriched",0.000749318366146624,0.0015288583508567,3.1691493065547,"Enriched","TOP1","DNA topoisomerase I  [EC:5.6.2.1] "
"2365","K03165",11.0020302941176,2.44749861741536,15.7520271764706,4.38293388015742,4.74999688235294,"RS",0.000277847219656451,0.00058077786886522,1,"Enriched",0.000555694439312902,0.00116155573773044,3.24815598532374,"Enriched","TOP3","DNA topoisomerase III  [EC:5.6.2.1] "
"2366","K03166",69.0870016470588,21.2875630517448,181.645388764706,28.2043964129906,112.558387117647,"RS",4.28521312391771e-10,5.37997560083099e-09,1,"Enriched",8.57042624783542e-10,1.0759951201662e-08,5.71829296656914,"Enriched","top6A","DNA topoisomerase VI subunit A  [EC:5.6.2.2] "
"2367","K03167",63.7556415882353,24.7565053959408,179.680019058824,34.6120600116205,115.924377470588,"RS",8.57042624783542e-10,8.46496571156181e-09,1,"Enriched",1.71408524956708e-09,1.69299314231236e-08,5.6407619258295,"Enriched","top6B","DNA topoisomerase VI subunit B  [EC:5.6.2.2] "
"2368","K03168",12166.7025817059,1832.51803101965,9397.515316,1142.57293994754,-2769.18726570588,"RP",1.15700754345778e-06,3.83018169459216e-06,-1,"Depleted",2.31401508691556e-06,7.66036338918432e-06,-4.47446287638988,"Depleted","topA","DNA topoisomerase I  [EC:5.6.2.1] "
"2369","K03169",3490.12609888235,576.92996608047,3766.44529129412,444.168323401561,276.319192411761,"RS",0.053047123348857,0.0673081847528969,1,"Enriched",0.106094246697714,0.134616369505794,1.49614309596177,"None","topB","DNA topoisomerase III  [EC:5.6.2.1] "
"2370","K03177",3547.41711794117,358.227141616957,2589.27901694118,370.403052018882,-958.138100999996,"RP",1.28556393717531e-08,7.3987522961715e-08,-1,"Depleted",2.57112787435063e-08,1.4797504592343e-07,-5.2550614619611,"Depleted","truB, PUS4, TRUB1","tRNA pseudouridine55 synthase  [EC:5.4.99.25] "
"2371","K03178",0.008814,0.0251157734178146,0.0758657647058824,0.0962237484547925,0.0670517647058824,"RS",0.00253234457784719,0.0043882309610363,1,"Enriched",0.00506468915569439,0.0087764619220726,2.620641036531,"Enriched","UBE1, UBA1","ubiquitin-activating enzyme E1  [EC:6.2.1.45] "
"2372","K03179",2453.38225482353,277.103097010669,1936.90870064706,260.444726216434,-516.473554176471,"RP",8.91752851087276e-07,3.03039918913091e-06,-1,"Depleted",1.78350570217455e-06,6.06079837826181e-06,-4.52425720406511,"Depleted","ubiA","4-hydroxybenzoate polyprenyltransferase  [EC:2.5.1.39] "
"2373","K03181",58.1993492941176,39.8080676990947,46.7817067058823,14.4327619726018,-11.4176425882353,"RP",0.316956736171195,0.33428163135084,-1,"Depleted",0.63391347234239,0.66856326270168,-0.428120678199187,"None","ubiC","chorismate lyase  [EC:4.1.3.40] "
"2374","K03182",1788.49637447059,337.027971079214,2092.533654,231.251010997308,304.037279529412,"RS",0.00212512546354115,0.00372275725025977,1,"Enriched",0.00425025092708229,0.00744551450051954,2.67623173362749,"Enriched","ubiD","4-hydroxy-3-polyprenylbenzoate decarboxylase  [EC:4.1.1.98] "
"2375","K03183",7370.30271511765,603.152452275547,5276.71316358824,611.144284252894,-2093.58955152941,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","ubiE","demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase  [EC:2.1.1.163 2.1.1.201] "
"2376","K03184",60.8410433529412,51.7725997466467,19.0893028235294,19.2731036039198,-41.7517405294118,"RP",4.86714506614574e-06,1.40629773449471e-05,-1,"Depleted",9.73429013229147e-06,2.81259546898942e-05,-4.18813230149126,"Depleted","ubiF","3-demethoxyubiquinol 3-hydroxylase  [EC:1.14.99.60] "
"2377","K03185",955.108063705882,146.440259370565,544.732655058824,155.249439285703,-410.375408647058,"RP",1.28556393717531e-08,7.3987522961715e-08,-1,"Depleted",2.57112787435063e-08,1.4797504592343e-07,-5.2550614619611,"Depleted","ubiH","2-octaprenyl-6-methoxyphenol hydroxylase  [EC:1.14.13.-] "
"2378","K03186",1051.85190611765,297.911975361507,1301.75482429412,183.124402166853,249.902918176471,"RS",0.00076068018022338,0.00145883870179826,1,"Enriched",0.00152136036044676,0.00291767740359653,2.97628062825693,"Enriched","ubiX, bsdB, PAD1","flavin prenyltransferase  [EC:2.5.1.129] "
"2379","K03187",751.039159588235,93.2541594077537,378.361936058824,112.573013296108,-372.677223529412,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","ureE","urease accessory protein "
"2380","K03188",885.901750411765,117.564799325934,449.170172235294,167.394890108196,-436.731578176471,"RP",1.92834590576297e-08,1.05008071937522e-07,-1,"Depleted",3.85669181152594e-08,2.10016143875044e-07,-5.19024625399633,"Depleted","ureF","urease accessory protein "
"2381","K03189",2688.89134258823,338.43117014047,1566.70988682353,228.637336106482,-1122.1814557647,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","ureG","urease accessory protein "
"2382","K03190",670.968852647059,143.14867791895,313.340045352941,103.754540153419,-357.628807294118,"RP",8.14190493544365e-09,5.06084333622827e-08,-1,"Depleted",1.62838098708873e-08,1.01216866724565e-07,-5.32452556536992,"Depleted","ureD, ureH","urease accessory protein "
"2383","K03192",333.852537235294,141.085999350234,69.6995508823529,26.2613317879135,-264.152986352941,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","ureJ","urease accessory protein "
"2384","K03194",110.185493705882,33.5343651473391,33.6653133529412,15.2271965576642,-76.5201803529412,"RP",8.14190493544365e-09,5.06084333622827e-08,-1,"Depleted",1.62838098708873e-08,1.01216866724565e-07,-5.32452556536992,"Depleted","virB1","type IV secretion system protein VirB1 "
"2385","K03195",283.832366411765,35.7894720949191,112.845501235294,23.5430986553883,-170.98686517647,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","virB10, lvhB10","type IV secretion system protein VirB10 "
"2386","K03196",498.264645176471,111.874511412915,217.857521764706,59.695701953362,-280.407123411765,"RP",1.71408524956708e-09,1.42426407210405e-08,-1,"Depleted",3.42817049913417e-09,2.8485281442081e-08,-5.55050055033285,"Depleted","virB11, lvhB11","type IV secretion system protein VirB11  [EC:7.4.2.8] "
"2387","K03197",406.874328588235,81.3667123918845,226.836533352941,50.1435684415367,-180.037795235294,"RP",8.14190493544365e-09,5.06084333622827e-08,-1,"Depleted",1.62838098708873e-08,1.01216866724565e-07,-5.32452556536992,"Depleted","virB2, lvhB2","type IV secretion system protein VirB2 "
"2388","K03198",399.150106941176,62.0164671366296,203.714541117647,48.3016893205196,-195.435565823529,"RP",2.9996491867424e-09,2.21162132323199e-08,-1,"Depleted",5.99929837348479e-09,4.42324264646399e-08,-5.47306240324085,"Depleted","virB3, lvhB3","type IV secretion system protein VirB3 "
"2389","K03199",1036.01637541176,256.950375175573,936.956433705882,919.887645209182,-99.0599417058822,"RP",0.000500611024254126,0.000998402639062395,-1,"Depleted",0.00100122204850825,0.00199680527812479,-3.0907070582496,"Depleted","virB4, lvhB4","type IV secretion system protein VirB4  [EC:7.4.2.8] "
"2390","K03200",135.978190058824,33.277249324051,77.8478895882353,19.8635957875554,-58.1303004705883,"RP",2.1768882669502e-07,8.73075773953377e-07,-1,"Depleted",4.35377653390039e-07,1.74615154790675e-06,-4.78078139773443,"Depleted","virB5, lvhB5","type IV secretion system protein VirB5 "
"2391","K03201",208.686984176471,43.5919616010466,70.691189,24.8862882499385,-137.995795176471,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","virB6, lvhB6","type IV secretion system protein VirB6 "
"2392","K03202",129.655482294118,84.7988807213023,27.8871018235294,19.989162489472,-101.768380470588,"RP",3.9209700083847e-07,1.46473716726503e-06,-1,"Depleted",7.84194001676941e-07,2.92947433453006e-06,-4.67570362465222,"Depleted","virB7, lvhB7","type IV secretion system protein VirB7 "
"2393","K03203",172.752502352941,30.708853893938,53.7832364117647,13.9886890396857,-118.969265941176,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","virB8, lvhB8","type IV secretion system protein VirB8 "
"2394","K03204",278.230708470588,44.8446888973494,140.492501823529,28.635768020569,-137.738206647059,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","virB9, lvhB9","type IV secretion system protein VirB9 "
"2395","K03205",1504.72707088235,583.856105851372,565.750060647059,245.512956806756,-938.977010235295,"RP",6.83491493264875e-07,2.38944180572273e-06,-1,"Depleted",1.36698298652975e-06,4.77888361144547e-06,-4.57426776013689,"Depleted","virD4, lvhD4","type IV secretion system protein VirD4  [EC:7.4.2.8] "
"2396","K03206",137.906998705882,86.8106580613922,84.5779595294118,68.2847098743823,-53.3290391764706,"RP",0.0311582204301804,0.0415442939069072,-1,"Depleted",0.0623164408603608,0.0830885878138143,-1.73303984044353,"None","azr","azobenzene reductase  [EC:1.7.1.6] "
"2397","K03207",12.4593935882353,17.4906608703798,5.65154970588235,4.40593735672971,-6.80784388235294,"RP",0.366930687646179,0.381473575620412,-1,"Depleted",0.733861375292358,0.762947151240824,-0.301612928461712,"None","gmm, nudD, wcaH","GDP-mannose mannosyl hydrolase  [EC:3.6.1.-] "
"2398","K03208",275.481659411765,39.1556328693178,186.725927,31.5613761773209,-88.7557324117646,"RP",1.16557796970562e-07,5.00126826630636e-07,-1,"Depleted",2.33115593941123e-07,1.00025365326127e-06,-4.89158856724771,"Depleted","wcaI","putative colanic acid biosynthesis glycosyltransferase WcaI "
"2399","K03210",3428.19505017647,234.693705922778,2631.04389947059,292.506410016112,-797.151150705885,"RP",4.15665673020018e-08,2.03605154725835e-07,-1,"Depleted",8.31331346040036e-08,4.07210309451669e-07,-5.06555587532911,"Depleted","yajC","preprotein translocase subunit YajC "
"2400","K03212",119.479259058824,55.11822732639,60.7424368823529,20.535259417281,-58.7368221764706,"RP",0.00017427190436611,0.000378742550283027,-1,"Depleted",0.00034854380873222,0.000757485100566053,-3.36788017556643,"Depleted","rumB","23S rRNA (uracil747-C5)-methyltransferase  [EC:2.1.1.189] "
"2401","K03214",66.482669,36.7194541376305,21.1233668823529,10.1901832322056,-45.3593021176471,"RP",1.90949096801773e-06,6.02786346484884e-06,-1,"Depleted",3.81898193603546e-06,1.20557269296977e-05,-4.37657762463458,"Depleted","yfiF, trmG","RNA methyltransferase, TrmH family  [EC:2.1.1.-] "
"2402","K03215",2583.516574,363.367297294167,2045.06011147059,293.761960416423,-538.456462529414,"RP",3.08021119347205e-06,9.24370457861503e-06,-1,"Depleted",6.1604223869441e-06,1.84874091572301e-05,-4.28241701208944,"Depleted","rumA","23S rRNA (uracil1939-C5)-methyltransferase  [EC:2.1.1.190] "
"2403","K03216",2761.29411329412,1396.89700161049,1040.24181258824,495.571984347639,-1721.05230070588,"RP",6.83491493264875e-07,2.38944180572273e-06,-1,"Depleted",1.36698298652975e-06,4.77888361144547e-06,-4.57426776013689,"Depleted","trmL, cspR","tRNA (cytidine/uridine-2'-O-)-methyltransferase  [EC:2.1.1.207] "
"2404","K03217",8565.8134732353,861.92263762931,5742.73208111765,1086.26603862499,-2823.08139211765,"RP",1.59838449522131e-07,6.63834057346137e-07,-1,"Depleted",3.19676899044261e-07,1.32766811469227e-06,-4.83556675054265,"Depleted","yidC, spoIIIJ, OXA1, ccfA","YidC/Oxa1 family membrane protein insertase "
"2405","K03218",3283.03520364706,316.880486633031,1865.76347111765,412.830853685055,-1417.27173252941,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","rlmB","23S rRNA (guanosine2251-2'-O)-methyltransferase  [EC:2.1.1.185] "
"2406","K03219",234.377693882353,105.689006356755,116.707247588235,39.6146104471005,-117.670446294118,"RP",1.90949096801773e-06,6.02786346484884e-06,-1,"Depleted",3.81898193603546e-06,1.20557269296977e-05,-4.37657762463458,"Depleted","yscC, sctC, ssaC","type III secretion protein C "
"2407","K03220",135.913486882353,78.9679126389662,49.8623867647059,22.7258253659782,-86.051100117647,"RP",3.9209700083847e-07,1.46473716726503e-06,-1,"Depleted",7.84194001676941e-07,2.92947433453006e-06,-4.67570362465222,"Depleted","yscD, sctD, ssaD","type III secretion protein D "
"2408","K03221",3.58836841176471,3.35986994967616,0.295490411764706,0.439320028713559,-3.292878,"RP",1.47166968129784e-06,4.82246207443238e-06,-1,"Depleted",2.94333936259568e-06,9.64492414886477e-06,-4.42498442509839,"Depleted","yscF, sctF, ssaG, prgI","type III secretion protein F "
"2409","K03222",237.643580882353,95.963959728242,102.636837235294,30.3460710277138,-135.006743647059,"RP",1.92834590576297e-08,1.05008071937522e-07,-1,"Depleted",3.85669181152594e-08,2.10016143875044e-07,-5.19024625399633,"Depleted","yscJ, sctJ, hrcJ, ssaJ","type III secretion protein J "
"2410","K03223",109.405206470588,62.8994590444744,53.0538965294118,32.2458441149349,-56.3513099411765,"RP",4.46737753381545e-05,0.000107402606843327,-1,"Depleted",8.9347550676309e-05,0.000214805213686654,-3.70093651980453,"Depleted","yscL, sctL","type III secretion protein L "
"2411","K03224",375.382707647059,158.357855304501,182.241354529412,56.8962505150271,-193.141353117647,"RP",2.1768882669502e-07,8.73075773953377e-07,-1,"Depleted",4.35377653390039e-07,1.74615154790675e-06,-4.78078139773443,"Depleted","yscN, sctN, hrcN, ssaN","ATP synthase in type III secretion protein N  [EC:7.4.2.8] "
"2412","K03225",107.895974705882,54.9252497990884,41.3592048235294,17.0747960427465,-66.5367698823529,"RP",5.19367830618827e-07,1.87277289028172e-06,-1,"Depleted",1.03873566123765e-06,3.74554578056344e-06,-4.6250242494596,"Depleted","yscQ, sctQ, hrcQ, ssaQ, spaO","type III secretion protein Q "
"2413","K03226",530.216931470588,213.599288825149,285.085046588235,68.1065442262581,-245.131884882353,"RP",3.88068900501988e-06,1.14378202253217e-05,-1,"Depleted",7.76137801003976e-06,2.28756404506435e-05,-4.23479882478502,"Depleted","yscR, sctR, hrcR, ssaR","type III secretion protein R "
"2414","K03227",276.578160823529,93.8256044643877,140.262399529412,30.9442173773329,-136.315761294118,"RP",1.92834590576297e-08,1.05008071937522e-07,-1,"Depleted",3.85669181152594e-08,2.10016143875044e-07,-5.19024625399633,"Depleted","yscS, sctS, hrcS, ssaS","type III secretion protein S "
"2415","K03228",251.269253176471,126.17073451255,112.264521,34.2779871089485,-139.004732176471,"RP",3.9209700083847e-07,1.46473716726503e-06,-1,"Depleted",7.84194001676941e-07,2.92947433453006e-06,-4.67570362465222,"Depleted","yscT, sctT, hrcT, ssaT","type III secretion protein T "
"2416","K03229",190.426632294118,69.2906421312069,84.6683234705882,21.9739490199431,-105.758308823529,"RP",1.71408524956708e-09,1.42426407210405e-08,-1,"Depleted",3.42817049913417e-09,2.8485281442081e-08,-5.55050055033285,"Depleted","yscU, sctU, hrcU, ssaU","type III secretion protein U "
"2417","K03230",960.849283117647,421.967603616907,448.172589941177,143.166764411126,-512.676693176471,"RP",5.19367830618827e-07,1.87277289028172e-06,-1,"Depleted",1.03873566123765e-06,3.74554578056344e-06,-4.6250242494596,"Depleted","yscV, sctV, hrcV, ssaV, invA","type III secretion protein V "
"2418","K03231",3.34549882352941,0.870254152056975,8.55885617647059,2.33596643563032,5.21335735294118,"RS",4.28521312391771e-10,5.37997560083099e-09,1,"Enriched",8.57042624783542e-10,1.0759951201662e-08,5.71829296656914,"Enriched","EEF1A","elongation factor 1-alpha "
"2419","K03232",3.75748941176471,1.56784796823768,12.0728571176471,4.33064900781668,8.31536770588235,"RS",1.71408524956708e-09,1.42426407210405e-08,1,"Enriched",3.42817049913417e-09,2.8485281442081e-08,5.55050055033285,"Enriched","EEF1B","elongation factor 1-beta "
"2420","K03233",3.09699005882353,1.12662053125645,2.99455423529412,0.798642178075586,-0.102435823529412,"RP",0.486445703765736,0.489413075402312,-1,"Depleted",0.972891407531473,0.978826150804624,-0.0265406000904787,"None","EEF1G","elongation factor 1-gamma "
"2421","K03234",39.6962892352941,13.4195260633125,32.2181498235294,4.75491283874493,-7.47813941176471,"RP",0.0107960498151226,0.0160633267145423,-1,"Depleted",0.0215920996302452,0.0321266534290846,-2.142831220203,"Depleted","EEF2","elongation factor 2 "
"2422","K03236",48.4623807647059,17.5833810245755,160.176233823529,55.1004301695665,111.713853058824,"RS",4.28521312391771e-10,5.37997560083099e-09,1,"Enriched",8.57042624783542e-10,1.0759951201662e-08,5.71829296656914,"Enriched","EIF1A","translation initiation factor 1A "
"2423","K03237",17.6280022941176,6.68925661580773,35.8941282941176,15.0925039617173,18.266126,"RS",2.43100140519852e-06,7.46283960188428e-06,1,"Enriched",4.86200281039703e-06,1.49256792037686e-05,4.32978234303194,"Enriched","EIF2S1","translation initiation factor 2 subunit 1 "
"2424","K03238",16.5568215882353,4.60747118912323,58.4821984117647,13.3588799137173,41.9253768235294,"RS",4.28521312391771e-10,5.37997560083099e-09,1,"Enriched",8.57042624783542e-10,1.0759951201662e-08,5.71829296656914,"Enriched","EIF2S2","translation initiation factor 2 subunit 2 "
"2425","K03239",2.57949370588235,1.34891312115151,5.13681617647059,2.84195630526342,2.55732247058824,"RS",9.02534447307052e-05,0.000205260950993142,1,"Enriched",0.00018050688946141,0.000410521901986283,3.53322566206462,"Enriched","EIF2B1","translation initiation factor eIF-2B subunit alpha "
"2426","K03242",4.72336670588235,1.07120850765518,8.75992452941176,2.1458774693132,4.03655782352941,"RS",1.28556393717531e-08,7.3987522961715e-08,1,"Enriched",2.57112787435063e-08,1.4797504592343e-07,5.2550614619611,"Enriched","EIF2S3","translation initiation factor 2 subunit 3 "
"2427","K03243",34.3837087647059,15.8779406221428,61.7801117647059,20.4121445831371,27.396403,"RS",6.38775294316793e-05,0.000149424024549722,1,"Enriched",0.000127755058863359,0.000298848049099444,3.61629650410055,"Enriched","EIF5B","translation initiation factor 5B "
"2428","K03246",0.255191235294118,0.137827663776421,0.259201058823529,0.171799742767368,0.00400982352941176,"RS",0.486445703765736,0.489413075402312,1,"Enriched",0.972891407531473,0.978826150804624,0.0265406000904787,"None","EIF3I","translation initiation factor 3 subunit I "
"2429","K03247",0.277375941176471,0.271852707001528,1.22743394117647,0.544477861939132,0.950058,"RS",4.29311580992741e-06,1.26502971981219e-05,1,"Enriched",8.58623161985482e-06,2.53005943962438e-05,4.21210137470238,"Enriched","EIF3H","translation initiation factor 3 subunit H "
"2430","K03248",0.0340365294117647,0.0524757487203823,0.0290462352941176,0.0461803630839578,-0.00499029411764705,"RP",0.376342300222016,0.390920653496081,-1,"Depleted",0.752684600444032,0.781841306992162,-0.276920297110318,"None","EIF3G","translation initiation factor 3 subunit G "
"2431","K03253",0.901616176470588,0.32684109147819,0.661000882352941,0.200297357847302,-0.240615294117647,"RP",0.0107960498151226,0.0160633267145423,-1,"Depleted",0.0215920996302452,0.0321266534290846,-2.142831220203,"Depleted","EIF3B","translation initiation factor 3 subunit B "
"2432","K03255",0.322353588235294,0.23182846684943,0.429964823529412,0.31604366161858,0.107611235294118,"RS",0.12254231821511,0.144209706901566,1,"Enriched",0.24508463643022,0.288419413803133,1.06159537600146,"None","TIF31, CLU1","protein TIF31 "
"2433","K03257",0.0126834117647059,0.0182039500832197,0.0237437647058824,0.0278434365325327,0.0110603529411765,"RS",0.0973705972162516,0.1168020315317,1,"Enriched",0.194741194432503,0.233604063063399,1.19112615613473,"None","EIF4A","translation initiation factor 4A "
"2434","K03260",0.833103882352941,0.344735898254896,0.385118470588235,0.0965237556350234,-0.447985411764706,"RP",5.3503456979987e-05,0.000126882336426835,-1,"Depleted",0.000107006913959974,0.000253764672853671,-3.65843036000619,"Depleted","EIF4G","translation initiation factor 4G "
"2435","K03263",7.11461794117647,2.87003120240803,18.656337,5.86066623906492,11.5417190588235,"RS",2.1768882669502e-07,8.73075773953377e-07,1,"Enriched",4.35377653390039e-07,1.74615154790675e-06,4.78078139773443,"Enriched","EIF5A","translation initiation factor 5A "
"2436","K03264",4.82512735294118,1.09745897599147,11.0752886470588,2.5119320802615,6.25016129411765,"RS",4.28521312391771e-10,5.37997560083099e-09,1,"Enriched",8.57042624783542e-10,1.0759951201662e-08,5.71829296656914,"Enriched","EIF6","translation initiation factor 6 "
"2437","K03265",85.4725222352941,21.7042839481704,124.546628470588,17.412510858669,39.0741062352941,"RS",3.88068900501988e-06,1.14378202253217e-05,1,"Enriched",7.76137801003976e-06,2.28756404506435e-05,4.23479882478502,"Enriched","ETF1, ERF1","peptide chain release factor subunit 1 "
"2438","K03268",0.318487882352941,0.134769871071432,0.313293764705882,0.19902035396836,-0.00519411764705885,"RP",0.281445886787189,0.302095790043484,-1,"Depleted",0.562891773574378,0.604191580086967,-0.518382273562179,"None","todC1, bedC1, tcbAa","benzene/toluene/chlorobenzene dioxygenase subunit alpha  [EC:1.14.12.3 1.14.12.11 1.14.12.26] "
"2439","K03269",1281.08426105882,195.522104675833,593.006208588236,72.2917303109468,-688.078052470588,"RP",4.28521312391771e-10,5.37997560083099e-09,-1,"Depleted",8.57042624783542e-10,1.0759951201662e-08,-5.71829296656914,"Depleted","lpxH","UDP-2,3-diacylglucosamine hydrolase  [EC:3.6.1.54] "
"2440","K03270",424.197387352941,64.9869409341897,363.220073882353,62.3957145528038,-60.9773134705883,"RP",0.0107960498151226,0.0160633267145423,-1,"Depleted",0.0215920996302452,0.0321266534290846,-2.142831220203,"Depleted","kdsC","3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase)  [EC:3.1.3.45] "
