"Phylum","Label","Id","att1","att2","att3","att4","Class","Order","Family","Genus","Species","category","enrich","significant","color"
"Acidobacteriota","MAG_396",196,"MAG_396","Acidobacteriota",0.234487,"M59","Blastocatellia","UBA7656","UBA7656","JADGNW01","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_493",230,"MAG_493","Acidobacteriota",0.073729,"M24","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","OLB17","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_516",239,"MAG_516","Acidobacteriota",0.052001,"M1","Acidobacteriae","20CM-2-55-15","20CM-2-55-15","Unassign","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_478",227,"MAG_478","Acidobacteriota",0.054842,"M1","Acidobacteriae","Bryobacterales","Bryobacteraceae","Unassign","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_374",179,"MAG_374","Acidobacteriota",0.708382,"M5","Vicinamibacteria","Vicinamibacterales","UBA2999","12-FULL-67-14b","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_299",141,"MAG_299","Acidobacteriota",0.192994,"M59","Blastocatellia","UBA7656","UBA7656","JADGNW01","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_591",274,"MAG_591","Acidobacteriota",0.061374,"M51","Acidobacteriae","20CM-2-55-15","20CM-2-55-15","DSPE01","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_370",177,"MAG_370","Acidobacteriota",1.711747,"M23","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","PSRF01","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_467",222,"MAG_467","Acidobacteriota",0.23473,"M35","Acidobacteriae","Bryobacterales","Bryobacteraceae","JACMLA01","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_513",238,"MAG_513","Acidobacteriota",0.038266,"M1","Acidobacteriae","Bryobacterales","Bryobacteraceae","JAFLBB01","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_226",111,"MAG_226","Acidobacteriota",0.124789,"M51","Acidobacteriae","20CM-2-55-15","20CM-2-55-15","DSPE01","Unassign","RS sig","RS","Y","#FDCDAC"
"Acidobacteriota","MAG_312",151,"MAG_312","Acidobacteriota",0.380916,"M22","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","OLB17","Unassign","RS sig","RS","Y","#FDCDAC"
"Actinobacteriota","MAG_490",229,"MAG_490","Actinobacteriota",0.011227,"M55","Acidimicrobiia","UBA5794","ZC4RG35","JACCTH01","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_376",180,"MAG_376","Actinobacteriota",0.387686,"M9","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","SCSIO-52915","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_260",122,"MAG_260","Actinobacteriota",0.114659,"M3","UBA4738","UBA4738","HRBIN12","DSRY01","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_324",159,"MAG_324","Actinobacteriota",0.053496,"M4","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Unassign","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_207",104,"MAG_207","Actinobacteriota",0.296501,"M9","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","SCSIO-52915","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_316",155,"MAG_316","Actinobacteriota",0.269998,"M9","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","SCSIO-52915","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_368",176,"MAG_368","Actinobacteriota",0.448849,"M3","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_193",96,"MAG_193","Actinobacteriota",0.251589,"M9","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","SCSIO-52915","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_257",120,"MAG_257","Actinobacteriota",0.166903,"M3","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","AC-38","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_367",175,"MAG_367","Actinobacteriota",0.283482,"M3","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","AC-38","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_377",181,"MAG_377","Actinobacteriota",0.201882,"M45","UBA4738","CADDZG01","WHSQ01","Unassign","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_286",132,"MAG_286","Actinobacteriota",0.248351,"M9","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","SCSIO-52915","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_293",138,"MAG_293","Actinobacteriota",0.278574,"M9","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","SCSIO-52915","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_336",161,"MAG_336","Actinobacteriota",0.152001,"M3","Thermoleophilia","Solirubrobacterales","Sep-70","VGBV01","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_387",188,"MAG_387","Actinobacteriota",0.21082,"M3","UBA4738","UBA4738","HRBIN12","DSRY01","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_528",247,"MAG_528","Actinobacteriota",0.014778,"M3","UBA4738","UBA4738","HRBIN12","AC-51","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_570",265,"MAG_570","Actinobacteriota",0.003111,"M3","Acidimicrobiia","UBA5794","ZC4RG35","MA-ANB-1","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_352",169,"MAG_352","Actinobacteriota",0.030762,"M55","Acidimicrobiia","UBA5794","ZC4RG35","JACCTH01","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_304",145,"MAG_304","Actinobacteriota",0.368257,"M3","Thermoleophilia","Gaiellales","Gaiellaceae","JACDAN01","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_406",201,"MAG_406","Actinobacteriota",0.082155,"M3","UBA4738","UBA4738","HRBIN12","AC-51","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_393",193,"MAG_393","Actinobacteriota",0.068574,"M3","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","AC-38","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_476",226,"MAG_476","Actinobacteriota",0.059621,"M54","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","SCSIO-52915","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_455",218,"MAG_455","Actinobacteriota",0.139411,"M3","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","AC-38","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_381",184,"MAG_381","Actinobacteriota",0.030263,"M4","UBA4738","CADDZG01","WHSQ01","JACDAL01","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_382",185,"MAG_382","Actinobacteriota",0.06688,"M3","UBA4738","UBA4738","HRBIN12","DSRY01","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_400",198,"MAG_400","Actinobacteriota",0.052321,"M3","Thermoleophilia","Solirubrobacterales","Sep-70","VGBV01","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_401",199,"MAG_401","Actinobacteriota",0.030114,"M3","Acidimicrobiia","IMCC26256","JACPCJ01","Unassign","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_340",164,"MAG_340","Actinobacteriota",0.051609,"M4","UBA4738","CADDZG01","WHSQ01","JACDAL01","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_242",115,"MAG_242","Actinobacteriota",0.100568,"M37","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Unassign","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_553",259,"MAG_553","Actinobacteriota",0.071985,"M54","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","SCSIO-52915","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_552",258,"MAG_552","Actinobacteriota",0.081101,"M37","Acidimicrobiia","IMCC26256","PALSA-555","Unassign","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_427",209,"MAG_427","Actinobacteriota",0.019655,"M3","UBA4738","UBA4738","HRBIN12","AC-51","Unassign","RS sig","RS","Y","#E5D8BD"
"Actinobacteriota","MAG_199",99,"MAG_199","Actinobacteriota",0.161969,"M45","UBA4738","CADDZG01","WHSQ01","Unassign","Unassign","RS sig","RS","Y","#E5D8BD"
"Armatimonadota","MAG_588",273,"MAG_588","Armatimonadota",0.025823,"M1","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Unassign","Unassign","RS sig","RS","Y","#CCCCCC"
"Bacteroidota","MAG_090",42,"MAG_090","Bacteroidota",0.075329,"M18","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Unassign","RP sig","RP","Y","#B3CDE3"
"Bacteroidota","MAG_027",11,"MAG_027","Bacteroidota",0.02081,"M23","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Unassign","RP sig","RP","Y","#B3CDE3"
"Bacteroidota","MAG_124",61,"MAG_124","Bacteroidota",0.15084,"M16","Bacteroidia","Chitinophagales","Chitinophagaceae","Unassign","Unassign","RP sig","RP","Y","#B3CDE3"
"Bacteroidota","MAG_149",74,"MAG_149","Bacteroidota",0.10191,"M16","Bacteroidia","Chitinophagales","Chitinophagaceae","JACDAZ01","Unassign","RP sig","RP","Y","#B3CDE3"
"Bacteroidota","MAG_036",16,"MAG_036","Bacteroidota",0.0661,"M18","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Unassign","RP sig","RP","Y","#B3CDE3"
"Bacteroidota","MAG_052",18,"MAG_052","Bacteroidota",0.067786,"M40","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ohtaekwangia","Unassign","RP","RP","N","#B3CDE3"
"Bacteroidota","MAG_211",108,"MAG_211","Bacteroidota",0.173486,"M13","Bacteroidia","Chitinophagales","Chitinophagaceae","JJ008","Unassign","RS sig","RS","Y","#B3CDE3"
"Bacteroidota","MAG_524",246,"MAG_524","Bacteroidota",0.661042,"M14","Bacteroidia","Chitinophagales","Chitinophagaceae","VBAS01","Unassign","RS sig","RS","Y","#B3CDE3"
"Bacteroidota","MAG_103",51,"MAG_103","Bacteroidota",0.094044,"M18","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Unassign","RP sig","RP","Y","#B3CDE3"
"Bacteroidota","MAG_519",241,"MAG_519","Bacteroidota",0.001777,"M47","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","Unassign","RP sig","RP","Y","#B3CDE3"
"Bacteroidota","MAG_098",47,"MAG_098","Bacteroidota",0.028597,"M18","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Unassign","RP sig","RP","Y","#B3CDE3"
"Bacteroidota","MAG_438",213,"MAG_438","Bacteroidota",0.023985,"M1","Bacteroidia","Chitinophagales","Chitinophagaceae","JJ008","Unassign","RS sig","RS","Y","#B3CDE3"
"Bacteroidota","MAG_414",204,"MAG_414","Bacteroidota",0.044548,"M14","Bacteroidia","Chitinophagales","Chitinophagaceae","VBAS01","Unassign","RS sig","RS","Y","#B3CDE3"
"Bacteroidota","MAG_459",219,"MAG_459","Bacteroidota",0.049091,"M16","Bacteroidia","Chitinophagales","Chitinophagaceae","JACDAZ01","Unassign","RP sig","RP","Y","#B3CDE3"
"Bacteroidota","MAG_530",249,"MAG_530","Bacteroidota",0.001052,"M14","Bacteroidia","Chitinophagales","UBA10324","JAFDYS01","Unassign","RS sig","RS","Y","#B3CDE3"
"Bacteroidota","MAG_502",233,"MAG_502","Bacteroidota",0.001364,"M10","Bacteroidia","Chitinophagales","Chitinophagaceae","JACDAZ01","Unassign","RS sig","RS","Y","#B3CDE3"
"Bacteroidota","MAG_534",252,"MAG_534","Bacteroidota",0.004409,"M1","Bacteroidia","Chitinophagales","Saprospiraceae","JADKGY01","Unassign","RS sig","RS","Y","#B3CDE3"
