,YL.RP.1488,YL.RP.342,YL.RP.348,YL.RP.977,YL.RP.995,YL.RP.9,YL.RP.Si051,YL.RP.Si062,YL.RP.Si079,YL.RP.Si080,YL.RP.Si081,YL.RP.Si083,YL.RP.Si090,YL.RP.Si214,YL.RP.Si248,YL.RP.Si249,YL.RP.Si268,YL.RS.1488,YL.RS.342,YL.RS.348,YL.RS.977,YL.RS.995,YL.RS.9,YL.RS.Si051,YL.RS.Si062,YL.RS.Si079,YL.RS.Si080,YL.RS.Si081,YL.RS.Si083,YL.RS.Si090,YL.RS.Si214,YL.RS.Si248,YL.RS.Si249,YL.RS.Si268
MAG_001,15174.8891,5158.720278,2471.438738,3327.040644,2738.896902,1881.463223,1237.128169,2015.02683,2673.053119,2201.17126,3606.948753,5141.900843,3155.097831,1460.235054,5560.566421,6460.544693,5492.30376,2854.00798,1140.617187,631.699528,838.404295,835.579607,648.246465,734.949493,1153.083691,688.609858,848.789006,1012.472796,647.347427,698.893186,727.443659,1178.174847,1262.591294,2634.902219
MAG_002,13144.66028,2818.252893,3093.320169,3649.210753,6941.991018,2226.129224,3574.407794,11429.9603,6695.104701,6169.320642,4273.829054,5410.543208,2751.938751,6277.651847,4713.497869,6929.641043,3944.296083,1022.01063,625.549998,510.382464,446.559163,546.277342,636.715854,329.227341,803.122698,367.633882,672.526443,485.030131,382.195241,314.807849,1069.33501,746.804646,692.577377,678.992727
MAG_003,2010.53029,80.325587,135.85236,426.924548,276.949101,168.887977,108.900204,417.267911,1021.490936,588.918226,264.699497,454.046453,334.467605,271.561472,322.328268,109.795209,448.038458,607.498136,4.229854,16.766272,64.660137,220.547509,39.340122,38.886021,104.545029,77.754364,141.234338,79.238655,36.904395,52.787485,88.320665,13.539038,7.167296,116.018098
MAG_004,3837.947051,6.692496,22.5533,2.913824,2.72854,1.986446,1.371016,2.022363,1.234313,2.314333,1.921608,1.437449,1.147293,6.066031,1.850884,2.654305,4.799543,1226.626756,2.297607,4.69946,0.775824,1.37454,1.111839,1.049023,1.394886,0.629616,0.913332,0.844565,0.855843,0.512776,3.523413,1.075176,0.876719,2.504638
MAG_005,2908.379027,314.81339,166.889063,404.830383,999.624746,384.74076,1071.564071,1854.196209,679.146211,1506.861296,1120.126916,1077.895299,842.204182,1098.798405,535.619479,985.348669,282.389979,162.5698,170.589552,54.455762,51.994724,135.890658,66.706995,62.962916,80.310943,30.244577,283.509377,136.490496,42.663614,273.862898,676.316412,188.142983,45.818541,93.424795
MAG_006,4128.767915,596.401495,830.623193,1497.125346,1422.297271,276.610616,298.006087,304.514098,594.08334,616.443004,1358.151512,970.648575,579.983399,663.934429,1077.178655,655.9264,1301.068878,924.913773,177.372535,214.699705,299.219712,232.147859,127.730393,279.700588,472.898621,338.68928,330.275012,447.603858,174.326198,209.945324,255.113144,345.602585,287.143154,860.146264
MAG_007,4098.229165,1713.592796,1172.245439,1623.610487,1516.055506,1060.613068,945.194622,1181.085917,1763.066569,1972.558851,2021.515452,1684.333387,1753.327811,1142.027854,1834.844287,2221.056658,2566.255607,889.17694,565.566235,499.301559,726.273194,1438.616826,856.421942,894.855011,1339.995418,794.94276,1050.285624,766.400012,749.275175,712.136019,545.583947,642.590562,567.538467,1192.555493
MAG_008,4781.966891,3117.476042,1648.515241,3342.424469,1712.204899,1613.891019,385.183593,1051.498605,766.902334,812.321109,1142.557746,671.046653,1414.336248,932.333375,851.662324,1071.731559,1248.579307,753.624423,481.338639,232.255122,412.141907,816.398885,581.723984,158.816516,491.912642,181.366606,250.802283,179.817988,124.483584,164.75571,252.101069,147.016824,148.07729,334.750457
MAG_009,16394.57418,9779.980579,5613.081594,1835.265039,1009.095739,1469.814044,666.379841,430.206203,354.089008,807.282782,381.62938,1047.671312,313.096635,758.488411,2577.874364,834.28754,5303.682815,4594.219536,2746.221536,878.57066,515.237771,419.612277,1010.539318,392.533887,759.153561,194.387276,423.031007,205.430623,277.074292,213.282359,421.344938,384.960823,540.13936,2252.590565
MAG_010,3229.242369,2392.381054,2752.056523,4192.491068,1625.019835,1688.275738,341.404418,458.695009,452.008872,1357.481478,468.710001,529.327945,651.884441,1327.593518,860.176925,664.06484,795.083195,4186.748254,3063.82382,1783.708559,4438.116932,4443.276253,2452.273589,1389.450532,1633.374614,1554.316249,2338.42596,1442.402903,2047.256319,1080.459586,3099.262491,1206.451164,994.860233,1492.019978
MAG_011,1438.31435,5249.051495,2054.481438,906.0747,370.492795,239.983722,283.864405,473.433256,383.10017,908.707532,681.485713,590.991604,430.087275,791.968606,357.455388,1288.925682,997.570245,261.984748,850.744696,159.962442,225.040776,252.102653,78.067146,352.281287,334.118392,199.671097,594.21616,327.098254,184.961339,284.409099,739.610498,320.39065,398.234185,622.985816
MAG_012,20457.38557,12212.91366,12981.43236,11637.95336,6853.875035,3899.852742,3262.933704,3522.689942,5560.419538,12981.10951,6777.778008,7283.99915,5940.20671,8792.313401,4062.887804,4933.636748,10548.95983,5170.878328,2029.322232,2161.554473,3196.068876,4268.778278,2645.66762,2029.215094,4044.176339,2591.048329,4934.399801,2948.891404,2156.863616,2553.192335,3952.186684,1545.148564,1591.097026,5043.295248
MAG_013,4077.111138,16606.84025,8865.253837,4534.135537,2688.697925,1105.115895,198.934797,70.861532,158.154181,556.514262,77.035314,140.229342,163.634415,149.475847,284.835009,161.201132,258.050242,1074.694586,4838.83618,939.555306,1107.869912,1060.72373,613.466829,460.37439,65.116822,189.223586,249.688845,74.990796,168.296989,89.600044,165.20501,89.554206,163.643121,246.523024
MAG_014,1778.908128,6101.55821,4590.012147,283.399383,3777.617756,13689.59872,11818.69802,17669.46335,23316.50613,17221.75854,7648.919695,16139.60017,11435.17723,21109.29268,19414.86553,9118.538904,26027.15098,690.517795,2252.925089,1242.410553,112.160422,1694.927049,20769.10201,11767.77361,8762.208815,1923.265446,13278.00698,2530.180295,2126.85941,1657.378782,14076.63045,3875.249147,1568.821509,5052.845743
MAG_015,5108.332177,651.24065,1029.571919,3930.097155,720.879137,835.391875,1461.646799,685.390757,794.528043,5441.28759,2050.284926,4601.888667,5209.355568,12495.25245,965.349274,2626.832241,3995.955952,700.970259,297.204251,145.755672,565.582949,523.92033,229.797601,505.160517,301.653179,128.438519,1461.716803,507.992513,378.113503,331.891294,5032.338887,120.575688,246.354066,2182.955615
MAG_016,12673.02225,9079.858492,4297.024798,3504.151573,4298.035334,3680.522611,623.467616,1922.892289,3002.702853,1793.888118,9209.64565,5108.50481,4577.756743,2637.365573,2241.805091,1839.981931,5509.877264,3618.707544,3033.688172,1917.204289,802.062723,889.766594,1045.078688,567.694901,1046.505863,1059.241347,929.815851,1097.822597,787.152064,1408.325587,981.645708,912.154861,1274.792638,2390.851952
MAG_017,62.827572,668.921897,4.65648,44.030139,26.454891,15.20623,12.680424,15.845803,34.290336,126.310478,53.729967,21.982039,10.913,183.822968,11.955323,19.86334,46.489884,15.230552,154.238555,1.745028,9.174277,15.262572,5.504772,2.319093,26.932174,3.488371,33.648968,9.666685,1.254867,2.239434,60.163433,39.990352,2.641176,11.053139
MAG_018,3026.644173,3993.354587,1480.485282,1441.380677,2339.980467,1128.549445,388.519099,690.640363,1120.834561,1024.628217,2156.80184,1256.404198,2745.57307,811.891911,886.173342,1673.18943,1817.599034,735.060137,1124.994597,640.377058,395.526958,1658.116109,417.689619,280.732305,594.498535,452.658226,444.84283,435.069886,290.047459,532.155475,302.28192,477.451214,469.133832,547.836315
MAG_019,10339.54817,18149.94396,6971.967271,13011.24249,15629.91051,5591.33608,968.582305,1013.293204,2751.396489,6187.714073,7104.420056,5066.418586,4707.135055,4204.289669,1500.715938,1354.15446,6016.839412,2616.185052,3483.868846,1195.599498,2102.276651,1116.875189,3366.618032,1267.089738,1545.887052,884.19602,2472.613385,1628.696588,1083.671593,1349.985497,2086.293891,982.882467,1113.495757,2757.178991
MAG_020,50.361859,2465.104425,69.062442,229.949383,43.317151,109.200192,2.393854,2.001696,4.270852,3.732466,2.746999,132.158049,306.642608,8.853196,29.258376,75.638806,25.814853,2.804917,118.845741,7.155649,8.292543,6.972032,11.303821,1.070318,2.064891,2.654211,3.111533,2.570005,4.433399,26.392533,2.123088,5.011748,5.35522,4.126806
MAG_021,869.50029,2089.043745,965.75544,932.667539,687.624686,393.086116,238.815942,306.640795,391.248998,589.083797,744.719308,737.057619,641.714385,521.966885,327.755257,231.375766,1287.597773,348.66534,200.970316,205.15059,202.132925,225.115741,186.653827,145.827836,227.058035,142.58613,259.598677,247.483148,139.845658,188.747486,239.468143,142.441047,117.198989,625.450616
MAG_022,50.788323,554.103332,42.478855,510.6155,213.635071,209.41285,37.825031,95.445565,399.171347,89.260563,311.175895,129.797621,260.341737,368.879474,45.464716,38.140533,43.247975,9.770496,30.106889,3.338733,9.542264,169.350034,27.179892,11.198206,16.604632,36.824373,28.781083,101.234242,1.416048,44.390624,81.947436,7.086846,44.544114,9.407775
MAG_023,306.273055,238.631179,33.979011,122.142405,21.840164,158.960227,121.834373,274.98771,400.372847,215.121236,66.464454,96.693261,258.859246,29.199126,269.079197,165.990693,40.584568,68.67635,42.270969,25.868215,16.205577,2.518737,34.446555,22.921308,71.069401,17.330526,107.574085,40.522178,9.557883,23.45484,14.828658,8.997292,3.696717,29.691144
MAG_024,6448.708908,5528.301799,3478.72956,4371.851302,4561.514247,5171.118217,722.255344,2383.085493,2732.346299,2616.513778,3554.820921,2277.914116,7268.197956,3558.182005,6673.778507,5065.882803,2944.14137,2886.431005,3841.414991,1825.205663,3323.737236,1194.696955,3149.073882,1197.59151,1906.841475,970.557048,1437.972751,910.720242,839.13498,1453.817615,1924.954002,2664.825494,1540.913072,1443.962967
MAG_025,4174.689238,7546.320408,2270.755246,2937.782709,3091.490622,1885.428647,511.52092,1056.173955,1327.52096,1669.920047,3688.728548,1713.54989,1986.46868,3259.044134,1621.240433,1436.466118,3094.003742,1222.088598,2581.566979,670.834213,895.941145,537.363867,1107.756966,377.056241,819.398956,473.339742,744.85102,564.796236,494.622531,713.419876,1071.428431,751.359126,761.773617,1257.482696
MAG_026,1441.820652,5620.793949,1081.646331,936.368584,1197.048555,1517.587056,46.836779,51.12068,74.295469,243.867969,320.080057,156.677944,196.910793,90.010127,117.333548,51.955421,484.804639,549.34956,1156.796221,205.745333,141.488312,472.858594,624.176238,66.0801,53.570381,66.443994,127.804854,66.771921,123.856985,80.111649,65.717394,44.711729,57.305253,162.743727
MAG_027,144.769206,5142.807067,708.014069,474.522407,297.29534,122.377537,25.073765,25.028533,64.585624,99.003985,171.185442,122.557449,223.236282,44.455672,68.369108,58.923913,57.088182,170.117381,348.423733,227.421785,252.635961,308.387201,172.597232,151.807789,146.331479,214.792425,198.739876,230.766079,205.976096,274.990345,113.511244,172.103339,190.170627,159.000477
MAG_028,3513.502993,6453.573508,1393.230617,1857.997061,3357.958401,1456.581035,132.059282,249.454434,372.32342,558.744315,655.037665,438.347574,2249.553204,428.522449,350.642066,478.452499,939.068204,924.263106,1778.257636,472.5298,644.081919,2523.369134,861.4687,262.502209,305.26687,327.23464,369.509311,336.081823,391.791121,361.653793,253.369139,276.315973,304.915072,365.5986
MAG_029,1472.803371,4499.415143,458.397924,3370.023358,1777.206271,1383.247551,54.403061,181.66915,845.413788,664.459202,888.066052,465.878879,4463.728968,746.28368,700.065252,368.066943,489.866656,375.841312,734.530098,131.2505,860.362742,516.413031,454.588202,69.446412,190.263761,260.619036,294.711221,185.218882,131.52612,405.341702,201.434956,221.570724,105.343496,216.395248
MAG_030,4830.655199,5756.192077,3069.513975,3470.328763,1526.129589,1453.938189,405.5679,921.735771,1214.834965,2259.355089,1320.173028,1586.686425,1400.705067,445.385482,1747.370772,1443.636179,1010.568425,1419.674519,1357.774991,735.884466,1136.264659,289.451037,888.802737,496.423246,636.644252,510.486955,943.766644,636.43857,625.768072,475.783035,479.04521,580.837489,698.589214,813.288136
MAG_031,12299.00658,8559.163005,11475.33376,3733.375191,2631.180524,5106.103018,1189.824134,2330.446391,3235.22713,5392.657082,7717.152999,6527.947438,3668.814515,5875.965842,4883.407961,1580.536496,8390.104542,5219.273459,4695.168626,3235.800586,2709.809161,1001.96041,4420.01784,1756.300162,2413.864589,2469.356847,3743.426662,4142.451183,2072.65308,2955.625923,6440.150358,1608.915838,1429.552518,6295.617503
MAG_032,4131.689846,5604.815346,10558.67591,5077.220751,4039.301289,1202.320689,655.146,1059.873534,1190.554501,2887.700169,2352.252173,2692.107598,1672.536771,955.497725,1345.167732,1188.178648,2036.961929,1609.466984,1528.976962,1225.912722,1737.013993,434.697445,704.736651,808.674395,1046.970571,668.34333,1490.515917,1029.941455,794.872537,904.965952,775.106916,669.445216,1008.032323,1852.243969
MAG_033,1615.178115,1648.341411,3526.376349,1289.865303,2222.216222,1779.950958,534.994684,1020.289877,990.983192,1273.756094,1434.393829,1521.543425,2338.617131,1071.898432,3075.267594,2451.411475,1367.241191,4622.653249,6902.726991,9487.713828,7023.240782,5154.443156,4694.871176,6778.443203,7626.566991,7681.43354,7801.343947,5142.372267,7458.667997,7818.261969,5413.10773,8030.083106,6473.925158,9361.899731
MAG_034,14987.65416,12303.3239,10990.71961,23203.51901,26047.47707,8581.964082,3432.718651,11636.50674,9937.391435,10280.81909,7421.644892,8795.461116,12032.52586,10120.16524,4797.485413,5472.345881,9592.197603,3543.127789,2108.702554,1417.756908,3986.060502,4090.34458,2678.114705,893.850967,2467.742607,1092.971124,2037.247262,1342.427012,1375.017646,1045.496519,2805.410796,945.625083,881.668179,2855.356784
MAG_035,762.852099,774.848653,1290.987404,720.013345,833.648894,661.478097,220.045944,462.443237,408.476773,568.807621,439.034543,676.224281,483.76627,577.134406,820.389357,770.4868,414.50103,2347.916491,1106.552226,1403.824314,1642.970062,3555.437236,825.893573,1731.401578,1085.0545,1833.346962,933.814671,2048.080814,1828.805343,1215.311678,1555.153437,1754.340155,1905.108999,1179.77899
MAG_036,1348.035893,7479.496326,10715.28229,10988.69926,2139.846652,2118.749439,5966.111509,4998.799306,3598.957606,4412.495497,6262.304665,4509.550191,1895.908464,13354.36516,1226.739879,1624.964342,4470.213488,95.00243,398.824483,1450.596934,341.679458,175.436007,157.11177,240.217061,532.082376,102.825433,549.265121,452.267256,95.725259,119.52427,3043.245613,206.974724,75.586559,3200.552547
MAG_037,4745.262727,7878.397422,12286.08161,4850.286856,4036.293811,3271.476089,1187.595172,3027.272496,2886.875681,5388.468847,4526.948179,3511.427666,2644.397697,4962.607395,2417.400048,1948.04917,5856.293481,1666.404079,1683.759266,1254.298659,1787.779494,913.394394,1658.122112,720.988677,1226.457435,867.382055,1592.106177,1467.947334,655.990051,746.56217,2008.805395,725.784574,819.286617,3263.719987
MAG_038,6177.405778,6822.989275,25430.07201,2405.288289,1669.484322,1215.433937,1086.908487,3684.780871,781.780787,1631.166287,1088.852933,2122.381286,830.253164,10128.04767,3830.205466,1819.112485,4749.566307,2908.256685,2450.691504,5630.525755,638.67567,338.64584,708.940357,719.907083,1029.000467,326.03135,709.307794,846.223973,539.295553,285.914819,3867.900788,1803.480397,1132.109023,2038.207217
MAG_039,13623.95907,9559.114667,3496.808166,61215.28676,17578.31706,5197.514443,5253.979284,12596.66304,13421.24778,10791.15964,5009.082503,5166.65061,5376.622032,7454.564503,11005.19016,13828.9505,8972.985029,2010.579629,2065.54674,870.514583,13218.07154,7994.923957,2407.577256,1480.503302,2700.496906,2296.638925,2207.877713,1570.363614,912.771411,1302.437413,3538.331078,1781.946769,2577.875775,3181.985708
MAG_040,668.410589,116.537378,68.31976,339.046529,25.505382,196.306486,69.510886,28.441129,33.67535,88.59337,36.424954,31.976564,88.399148,281.319339,11.989834,26.289677,35.973808,47.464477,70.924419,17.058049,18.923969,20.528847,42.483049,7.464476,8.989019,6.648483,25.993831,12.213444,3.040447,15.934256,63.09951,4.166422,2.367569,19.27141
MAG_041,5389.139411,5391.108754,5398.175387,6733.985662,4594.587935,3919.848735,493.804662,726.766569,625.589372,2007.436288,977.461671,1757.416379,1296.25332,336.959329,592.940983,841.599684,568.628385,1667.924069,2864.18101,1706.562586,3344.515653,1480.109971,4223.177221,1274.88597,499.023714,423.150809,827.615155,1057.577813,823.201767,384.427086,259.482656,399.911589,1385.731884,469.035422
MAG_042,999.323018,1024.370933,597.317279,2023.800716,1653.487122,2206.635491,283.137349,3663.367464,512.305318,763.309828,1809.431433,278.420642,567.77048,935.528178,458.7802,324.219034,286.890813,144.242406,168.579344,91.328712,193.348294,320.666441,366.995047,52.297023,482.840146,86.95546,148.934561,165.302945,64.720057,73.69788,274.140604,182.979906,62.671591,92.617293
MAG_043,1189.669675,5541.198139,3111.218733,9214.015294,8526.900287,3388.413166,78.780211,271.443017,186.849376,744.909411,4856.99479,892.029223,734.472575,309.071651,122.291112,182.481502,211.322856,159.145973,2736.902441,511.544508,883.056256,1378.671832,403.597253,49.892913,195.680284,101.020727,218.011008,360.940865,466.075392,81.802184,84.478153,85.378249,69.996109,171.661952
MAG_044,3425.469707,5622.956969,5329.651349,11778.45878,3298.586942,1290.197237,185.078944,247.830861,551.005799,2080.382702,224.45724,394.862564,645.459621,443.715335,249.166256,257.287777,386.087807,879.872926,1764.002103,905.633062,2508.558661,1152.910358,566.148808,188.06008,366.583746,277.487709,939.561928,350.115808,310.700523,406.352267,265.579305,109.824801,186.761227,345.546757
MAG_045,2446.126012,2736.41073,3742.780669,3869.917418,2789.369975,2770.739587,887.415632,1451.10076,1381.82116,1965.514052,1636.068147,2103.998789,2604.006805,1308.631803,3101.535671,3272.218007,1455.002844,5811.302566,8853.144352,9564.550743,9151.418801,14188.30634,5940.81227,6807.000531,5476.811351,8809.440027,4825.091546,6904.215646,8883.987086,7961.322104,3958.357191,8984.820124,8492.720503,5591.608233
MAG_046,2257.069463,3012.327337,3989.382476,5577.126654,2093.407704,723.74442,337.327425,565.036216,633.382211,1483.976635,1219.182043,1457.83539,869.115531,474.771403,723.067335,664.663564,1193.947298,858.995394,816.866717,589.616962,1360.327204,249.890684,431.91582,432.980331,552.895366,328.829411,782.61949,565.47938,424.527468,522.095667,433.568189,349.245414,583.585772,1001.409138
MAG_047,2.572739,267.124357,4.838053,2490.713002,2.617473,2242.509359,1271.398993,6898.17731,357.672929,226.430898,84.908032,107.400194,190.810826,4.514917,205.433994,112.819148,2.151792,2.265944,1.940188,0.666264,3.805301,0.791516,1487.673357,19.046347,160.755318,25.162607,65.469364,15.170899,2.547153,18.080551,1.031983,13.476947,4.005643,0.869183
MAG_048,8219.171334,3250.674783,3285.139395,6294.496578,8662.88871,2522.330362,4098.635584,11086.58882,7256.168262,5929.008977,5142.633616,6802.697294,2952.402531,6058.892349,3784.230333,7837.101824,2861.897031,994.092979,723.197786,552.877649,572.906841,833.392295,684.739629,410.119951,906.321122,437.661715,710.11806,543.052159,470.789044,416.881395,1209.22279,921.242862,794.69805,700.097785
MAG_049,8873.533677,12817.28959,6457.735633,15418.69595,13883.5566,4930.807811,890.572641,903.271075,2452.187703,5757.463402,6155.7581,4408.164434,4362.533804,3889.923872,1530.293372,1269.40763,4842.951564,2466.660294,3235.731398,1196.018412,2017.857829,1119.837158,2946.324871,1210.167161,1363.42367,945.175765,2322.097423,1559.104823,1048.235154,1398.756446,2062.942255,1092.387847,1294.920042,2478.149344
MAG_050,2146.583835,626.594742,281.821605,1683.294014,1444.095862,567.541789,472.353053,2552.569368,963.24314,1122.575319,2766.866318,2427.828058,1570.314862,526.682736,1478.318332,1486.121848,1764.742683,952.471559,285.037928,169.667379,284.803074,521.068936,337.822067,278.562449,1232.393718,476.921715,502.517757,658.622663,533.752685,299.476521,270.124586,562.710407,613.088584,529.107513
MAG_051,5287.161238,6734.346737,8739.938567,5832.147794,7299.044805,1894.891573,868.523693,1792.315973,1591.908947,3546.090409,2985.026846,3284.229359,2417.623731,1287.142513,1937.756474,1740.982046,2447.408709,2075.941526,1928.368584,1415.096112,2056.651044,717.43829,1200.56129,970.540268,1383.299101,823.00209,1840.226327,1216.778894,1028.080388,1115.611434,1044.716025,918.116563,1282.556793,2095.035847
MAG_052,8710.252847,6363.27581,5060.998315,6129.427353,10417.85474,3248.368347,3324.082196,12737.77492,12734.49855,6673.565825,8165.178504,7848.350113,5278.317224,6520.899151,5614.460217,7805.23899,4075.882211,1559.70716,1447.803007,788.661909,1147.702619,921.108863,1097.105478,617.326003,1526.180475,754.006032,914.936502,977.337139,679.102338,646.183701,1675.997601,1299.669878,1025.930632,1129.647309
MAG_053,1900.387718,6765.277731,1448.034693,2897.298122,6582.638533,1445.914213,2741.628159,1705.286685,5840.849716,2029.377487,3723.760552,4216.686513,4745.465453,3094.794988,4030.213787,5521.99402,1651.078766,764.290897,1250.88709,320.09956,410.627127,1104.948416,568.282344,488.869708,1077.484634,425.237032,478.412765,521.931266,574.857181,348.399969,811.867511,549.068497,527.653193,749.365916
MAG_054,3865.126504,1798.102068,796.784678,2825.464126,4228.675419,1497.538585,955.810558,4255.222444,2107.651076,2210.058432,4756.685013,4077.716422,3157.025612,1287.268797,2805.671241,2835.223916,3264.930579,1862.201834,727.266904,361.512152,696.970622,1132.297512,826.681396,571.190802,2171.730361,862.401393,1004.499386,1059.590478,970.213188,601.539032,675.84623,1047.080805,1135.313122,1111.247307
MAG_055,8130.555419,7418.145114,8121.093855,10338.00776,15677.14576,1714.970138,985.243931,2099.402673,2858.825424,4075.462911,3988.800675,1243.750502,3592.452024,4351.976468,1378.029732,932.718322,1437.646429,3645.862225,1877.310574,1759.939388,2707.918499,474.190485,927.494903,690.86096,672.62669,537.189437,1060.094993,811.615796,408.861749,504.976143,930.41967,480.909299,600.774074,745.161083
MAG_056,3443.676909,2341.771506,4658.907361,2443.329137,6326.882551,4253.914139,1013.888196,1245.050276,1666.881171,1886.706092,2401.891017,2784.272868,3676.839264,1757.611201,3704.08487,4456.911703,2191.598466,14298.68864,18913.62242,19248.29828,24859.34928,32074.27904,30241.26659,24951.43711,14077.21378,25642.59144,19554.7376,24074.25606,22049.47079,26857.21137,11833.42777,17176.47679,28622.25514,17517.176
MAG_057,162.861141,494.30288,325.326217,314.382789,253.229099,4920.610164,2313.779935,340.362733,312.145049,368.169481,609.177884,665.712563,682.751253,524.484063,309.583456,544.646996,86.740575,83.656362,463.455782,82.313453,96.934057,83.94655,131.409786,189.170255,112.068939,51.874039,137.840036,204.410094,129.450619,68.959917,127.34279,294.048838,99.047122,174.568998
MAG_058,986.591609,2483.468055,1358.672069,1251.517902,4079.444635,6451.548781,363.7247,1093.986595,922.696762,1046.398739,1228.101301,1954.831297,2013.817089,1253.229999,2576.18057,1181.33053,1213.031791,1115.068578,2389.236584,1016.806488,957.958118,659.649489,3655.644783,1174.861402,2264.004095,935.610775,1748.694388,957.582926,1327.230551,999.098711,1570.20138,2437.822771,2754.097513,1327.847832
MAG_059,650.182693,99.6745,61.901777,41.774116,9.275156,576.823028,12.220668,176.277001,436.875641,321.394129,33.840016,156.826331,457.813792,13.84157,191.799224,65.205095,58.742715,115.365947,12.238415,1.653148,1.416983,9.009116,37.453421,6.611236,78.113976,10.184621,51.452257,25.432427,137.510138,43.191341,7.076483,18.545044,29.493589,82.867367
MAG_060,1656.932821,1134.690369,2207.320259,1152.538604,1673.536595,3007.103569,469.483875,575.942328,775.152379,903.974531,1136.936495,1361.907355,1768.835963,836.282364,1831.623147,2166.719849,1072.835319,7040.829994,9524.221481,9487.940949,12083.24615,16160.58192,15198.09539,12469.68999,6993.435999,12790.35391,9868.011454,11959.27229,10931.48181,13575.6379,5830.214122,8494.249077,14451.12456,8695.263936
MAG_061,946.665372,2806.377397,2392.581355,119.094429,1993.116397,8005.804269,6297.290038,9392.847541,12384.05823,9129.35334,4012.642076,8428.985614,5969.310409,11354.8472,10277.39978,4761.324402,13866.17743,375.192614,1190.759333,626.612279,58.536497,863.784446,10840.42626,6219.200049,4518.929111,1001.324343,6908.646118,1332.846039,1090.53132,851.534881,7492.650024,2029.744436,808.840992,2651.708733
MAG_062,360.441705,347.219946,207.864137,802.464554,914.579798,1840.574229,1481.099129,1826.496479,690.42513,1133.108335,957.279613,997.332086,1069.182949,2452.510769,1284.182805,2258.602811,216.18917,40.700687,181.086403,27.58427,69.987033,104.878341,156.823447,61.294715,74.768241,19.577218,189.665116,137.812866,38.227075,22.256634,356.328496,104.581587,46.625934,43.822005
MAG_063,2730.234384,3304.599776,3685.518092,5711.214818,2216.013377,3379.891446,438.555901,506.647981,585.474155,1802.220704,552.10113,669.231864,1007.141686,1740.302461,1141.863555,824.585141,1028.001591,5576.634268,4014.483202,2479.148631,6039.442012,5875.306429,3448.103873,1885.306802,2208.447066,2190.127404,3162.419814,1934.153769,2695.410806,1515.950115,4098.910969,1631.924165,1367.484247,2004.720836
MAG_064,3237.496226,11935.51332,3645.404351,4097.746725,6758.325852,6561.839236,996.486114,1110.020485,2635.220524,1992.487044,3459.246972,3312.897303,3624.248755,1623.982205,2383.656608,2817.440833,2329.520612,1615.015284,4302.336379,1251.963116,2585.48649,2058.918659,2242.954469,1212.494759,1051.555311,1258.552041,1390.652228,1324.55336,1137.99203,1226.628151,1329.39043,2211.163002,1280.318888,1814.017727
MAG_065,2760.759672,2445.61324,2299.692675,1987.663569,5983.867386,3850.660548,16285.75256,9990.244902,9514.829218,10941.9153,10917.70676,8776.968207,14074.37444,8683.539966,7753.904189,5839.401856,3727.383451,1169.353698,874.803161,534.088125,1072.459933,1285.099386,1137.594926,1190.515613,2092.464454,785.829347,1922.657447,1313.945244,650.631445,710.666476,2337.757061,1693.205021,862.88228,1094.993663
MAG_066,1222.652853,1449.110173,1854.605855,717.411952,673.126561,1247.35758,2972.648833,717.187311,2668.009373,773.123059,2086.509073,1862.996598,894.47646,3216.765873,1287.838505,1022.49159,778.81485,824.438808,500.988512,287.248071,343.470434,708.221561,650.440858,459.649586,672.364128,393.450756,422.32349,402.44488,517.443292,329.285639,1392.795142,528.406585,479.761845,499.94095
MAG_067,52.424177,226.187112,179.379933,12.040989,301.931644,774.475239,3392.92713,1579.735397,2042.720591,1442.457359,541.282916,1351.45589,1658.431605,2651.110105,1122.806729,898.004204,1785.179488,14.438675,65.658832,59.138202,5.22578,104.459735,1006.054218,1852.529273,429.611262,85.123078,548.429529,105.243782,94.003309,81.753816,1065.841054,174.313496,82.737009,269.771551
MAG_068,4192.438799,1719.482874,1559.004933,10541.02191,4327.243924,1287.208657,1137.036951,1408.257731,4921.315608,1946.133186,159.923626,841.231438,1949.882826,5621.501199,5228.629336,1838.547309,3548.1612,702.209868,502.036518,142.05494,2046.707809,3661.563927,430.043428,177.978361,195.24068,758.765719,257.641433,72.888844,197.423761,210.850282,1774.216104,386.864839,358.95571,1291.342389
MAG_069,3831.312683,6812.889656,4209.399393,4226.702213,5510.068268,6958.780852,12961.53732,2929.11781,4689.158338,6130.500038,5335.009797,5160.014661,5941.331609,4951.303525,5491.693254,2989.916829,4863.349748,1704.705189,2119.853983,1149.670605,1741.653437,633.457339,3827.840344,3369.228022,1594.599529,927.506471,2746.056418,1791.936881,878.939409,1000.890156,2174.672368,1464.969698,1051.629393,2103.219359
MAG_070,14.694659,56.763814,4.528275,10.60733,12.576788,232.467101,26320.46032,260.837734,718.923418,19.070741,64.891051,53.3606,768.252191,6.691999,515.734315,81.111952,12.492834,5.799115,14.679641,2.620491,26.067128,7.970703,77.965924,396.499243,14.376899,17.989621,7.552685,11.385394,16.303627,12.154613,2.151946,116.923404,9.06369,4.122666
MAG_071,152.923597,182.543978,410.447525,140.910551,284.617769,156.75638,4556.924904,453.963936,720.627478,488.11434,272.136092,251.45412,429.028545,270.223134,168.063531,399.536153,269.10807,45.955193,62.733523,43.475731,42.317445,71.565193,40.479187,189.081862,54.688152,33.611668,114.433572,84.617903,45.597141,59.429242,82.231315,76.084525,40.994642,78.376324
