"phenotype","name","coefficient","p_value","p_adj"
"PGW","GH32",26.949084827605,0.000643847336839892,0.00890945503951419
"PGW","GH33",-0.00112541143135118,0.999938110197598,0.999938110197598
"PGW","GH35",5.14922591266414,0.711636088560391,0.904242133139099
"PGW","GH36",5.99449769958732,0.633639489989452,0.87379426854733
"PGW","GH37",4.12594862619327,0.587366807009918,0.850941210650112
"PGW","GH38",19.4859881454316,0.182416188451281,0.481428291170392
"PGW","GH39",-9.71121574571204,0.434280480796097,0.743650856747831
"PGW","GH4",22.2575059486941,0.00239290130013631,0.0240228522680351
"PGW","GH42",2.3400701544256,0.882196496754151,0.948356540013852
"PGW","GH43",-3.81310801137349,0.686624062987041,0.890329064260987
"PGW","GH43_1",24.255513948551,0.0655686612754676,0.26227464510187
"PGW","GH43_10",-20.5220298917837,0.191404317296311,0.490106401624271
"PGW","GH43_11",38.6337794211412,0.0375389018017895,0.204467209814002
"PGW","GH43_12",-5.42546956394807,0.635961502773878,0.87379426854733
"PGW","GH43_15",-9.78644328474043,0.117501725339551,0.367275215970826
"PGW","GH43_16",-8.68625443330694,0.301271140409795,0.650847358184873
"PGW","GH43_17",14.7914855707081,0.062893740922926,0.255568217083636
"PGW","GH43_18",-8.85752990789795,0.288799828625035,0.634332361373171
"PGW","GH43_19",-15.3701733327247,0.00123514217875139,0.0143725635345617
"PGW","GH43_2",-1.0345715121535,0.907242329269649,0.957890531284937
"PGW","GH43_20",-1.32463134569659,0.874257076089428,0.948356540013852
"PGW","GH43_21",-49.0999863170224,0.0724213964835396,0.274664851848683
"PGW","GH43_22",-6.01533377948454,0.587079089032808,0.850941210650112
"PGW","GH43_23",-4.83728758627943,0.564773236609894,0.833325352000765
"PGW","GH43_24",8.21452718030243,0.389073017398089,0.713997795368536
"PGW","GH43_26",-0.657872554079381,0.956803388616574,0.979631226336607
"PGW","GH43_27",2.34946583254595,0.737483898499347,0.909704372564068
"PGW","GH43_28",-1.82628745351911,0.853810089011477,0.948356540013852
"PGW","GH43_29",-7.53387233881971,0.421223436713789,0.735318049969733
"PGW","GH43_3",15.2267372594275,0.22014104732443,0.524242866186549
"PGW","GH43_30",-5.80487903470837,0.406643913023593,0.723890660438051
"PGW","GH43_31",-3.04291488113896,0.660235471983942,0.880141874355348
"PGW","GH43_32",-0.908883680697607,0.937059352765404,0.971203215821633
"PGW","GH43_33",-1.51629175298778,0.866089087039037,0.948356540013852
"PGW","GH43_34",-10.4675230387482,0.364290914849149,0.688254422150422
"PGW","GH43_35",20.9975476296886,1.63309502658613e-05,0.000597246181151498
"PGW","GH43_36",-14.0003966247455,0.111863401841764,0.360352035122156
"PGW","GH43_37",-8.13471355849801,0.0865562426426753,0.307755529396179
"PGW","GH43_4",22.6965819280546,0.000565153396587674,0.00803773719591358
"PGW","GH43_5",7.90350331451091,0.567660014647474,0.835177952584789
"PGW","GH43_7",7.23103485501473,0.405863981652079,0.723890660438051
"PGW","GH43_8",-10.8787032862428,0.202587541457748,0.503572048856974
"PGW","GH43_9",-3.65712015539018,0.734883653959279,0.909704372564068
"PGW","GH44",-10.9170528990663,0.0695853190159674,0.265878233852055
"PGW","GH45",-6.27107926834932,0.200193644825721,0.503572048856974
"PGW","GH46",2.901049570974,0.807068595582192,0.942941938832236
"PGW","GH47",-7.62135045255873,0.312127212163233,0.652279946443579
"PGW","GH48",-15.8490303916636,0.16903312577427,0.46781059673744
"PGW","GH49",6.77466710560402,0.114396556196718,0.363795259457886
"PGW","GH5",-5.51858030799441,0.645177764851469,0.875521127348393
"PGW","GH50",1.33237532167087,0.715518437686638,0.904556642211256
"PGW","GH51",-20.0439763696604,0.396925897889505,0.723224411812906
"PGW","GH52",-7.91671647867705,0.20555968400607,0.503572048856974
"PGW","GH53",-7.89760403897756,0.51604158921496,0.801820204245534
"PGW","GH54",-4.85107135980468,0.599756961518515,0.861476045744921
"PGW","GH55",-22.6281169405176,0.0911343959340739,0.315275748096256
"PGW","GH57",2.67995260097197,0.796457775277417,0.94159929595317
"PGW","GH59",26.1692980214981,0.000141733011020453,0.00259168934437399
"PGW","GH5_1",-2.41124313826837,0.837714158752247,0.948356540013852
"PGW","GH5_10",-23.5407076806517,0.231767340565823,0.541848759679002
"PGW","GH5_12",-0.275355083283577,0.964745026330155,0.980058439446507
"PGW","GH5_13",-13.3612227168073,0.314425269343913,0.652279946443579
"PGW","GH5_17",-17.9159826579469,0.0188751055408318,0.125507195284492
"PGW","GH5_18",-2.84208016675515,0.770273438464935,0.932340426699874
"PGW","GH5_19",-6.35432283134123,0.425105747638752,0.735318049969733
"PGW","GH5_2",-12.2895375445483,0.214119395934288,0.514690754546269
