KO,L1,level1,L2,level2,L3,pathway,Description
K12528,l1_09100,Metabolism,l1_09106,Metabolism of other amino acids,map00450,Selenocompound metabolism [PATH:ko00450],putative selenate reductase molybdopterin-binding subunit 
K12529,l1_09100,Metabolism,l1_09106,Metabolism of other amino acids,map00450,Selenocompound metabolism [PATH:ko00450],putative selenate reductase FAD-binding subunit 
K12530,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map02020,Two-component system [PATH:ko02020],"ATP-binding cassette, subfamily B, bacterial RtxB "
K12531,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map02020,Two-component system [PATH:ko02020],"ATP-binding cassette, subfamily B, bacterial RtxE "
K12532,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map02020,Two-component system [PATH:ko02020],"membrane fusion protein, RTX toxin transport system "
K12536,l1_09130,Environmental Information Processing,l1_09131,Membrane transport,map02010,ABC transporters [PATH:ko02010],"ATP-binding cassette, subfamily C, type I secretion system permease/ATPase "
K12541,l1_09130,Environmental Information Processing,l1_09131,Membrane transport,map02010,ABC transporters [PATH:ko02010],"ATP-binding cassette, subfamily C, bacterial LapB "
K12551,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00550,Peptidoglycan biosynthesis [PATH:ko00550],monofunctional glycosyltransferase  [EC:2.4.1.129] 
K12552,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00550,Peptidoglycan biosynthesis [PATH:ko00550],penicillin-binding protein 1  [EC:3.4.-.-] 
K12553,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00550,Peptidoglycan biosynthesis [PATH:ko00550],penicillin-binding protein 3  [EC:3.4.-.-] 
K12554,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00550,Peptidoglycan biosynthesis [PATH:ko00550],alanine adding enzyme  [EC:2.3.2.-] 
K12555,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00550,Peptidoglycan biosynthesis [PATH:ko00550],penicillin-binding protein 2A  [EC:2.4.1.129 3.4.16.4] 
K12556,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00550,Peptidoglycan biosynthesis [PATH:ko00550],penicillin-binding protein 2X 
K12559,l1_09140,Cellular Processes,l2_09142,Cell motility,map04814,Motor proteins,myosin X 
K12560,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04145,Phagosome [PATH:ko04145],low affinity immunoglobulin gamma Fc receptor II-b 
K12562,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],amphiphysin 
K12570,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00521,Streptomycin biosynthesis [PATH:ko00521],streptomycin 6-kinase  [EC:2.7.1.72] 
K12571,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],PAB-dependent poly(A)-specific ribonuclease subunit 2  [EC:3.1.13.4] 
K12572,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],PAB-dependent poly(A)-specific ribonuclease subunit 3 
K12573,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],ribonuclease R  [EC:3.1.13.1] 
K12574,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],ribonuclease J  [EC:3.1.-.-] 
K12575,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04113,,kinetochore protein SLK19 
K12575,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04111,Cell cycle [PATH:ko04110],kinetochore protein SLK19 
K12576,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04111,Cell cycle [PATH:ko04110],sporulation-specific protein 12 
K12576,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04113,,sporulation-specific protein 12 
K12577,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04111,Cell cycle [PATH:ko04110],DNA replication fork-blocking protein FOB1 
K12578,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04111,Cell cycle [PATH:ko04110],DNA damage checkpoint protein LCD1 
K12580,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],CCR4-NOT transcription complex subunit 3 
K12581,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],CCR4-NOT transcription complex subunit 7/8 
K12582,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00543,Exopolysaccharide biosynthesis [PATH:ko00543],dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase  [EC:2.4.1.325] 
K12584,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],m7GpppX diphosphatase  [EC:3.6.1.59] 
K12585,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],exosome complex exonuclease DIS3/RRP44  [EC:3.1.13.-] 
K12586,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],exosome complex component RRP43 
K12587,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],exosome complex component MTR3 
K12589,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],exosome complex component RRP42 
K12590,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],exosome complex component RRP46 
K12591,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],exosome complex exonuclease RRP6  [EC:3.1.13.-] 
K12592,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],exosome complex protein LRP1 
K12593,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],"M-phase phosphoprotein 6, animal type "
K12594,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],"M-phase phosphoprotein 6, fungi type "
K12595,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],superkiller protein 7 
K12595,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],superkiller protein 7 
K12596,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],poly(A) RNA polymerase 
K12597,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],protein AIR1/2 
K12598,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],ATP-dependent RNA helicase DOB1  [EC:3.6.4.13] 
K12599,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],antiviral helicase SKI2  [EC:3.6.4.13] 
K12600,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],superkiller protein 3 
K12601,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],superkiller protein 8 
K12602,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],WD repeat-containing protein 61 
K12603,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],CCR4-NOT transcription complex subunit 6  [EC:3.1.13.4] 
K12604,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],CCR4-NOT transcription complex subunit 1 
K12605,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],CCR4-NOT transcription complex subunit 2 
K12606,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],CCR4-NOT transcription complex subunit 9 
K12607,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],CCR4-NOT transcription complex subunit 10 
K12608,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],CCR4-NOT complex subunit CAF16 
K12609,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],CCR4-NOT transcriptional complex subunit CAF120 
K12610,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],mRNA-decapping enzyme 1A  [EC:3.-.-.-] 
K12611,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],mRNA-decapping enzyme 1B  [EC:3.-.-.-] 
K12612,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],mRNA-decapping enzyme subunit 1 
K12613,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],mRNA-decapping enzyme subunit 2  [EC:3.6.1.62] 
K12614,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],ATP-dependent RNA helicase DDX6/DHH1  [EC:3.6.4.13] 
K12615,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],enhancer of mRNA-decapping protein 3 
K12616,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],enhancer of mRNA-decapping protein 4 
K12617,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],DNA topoisomerase 2-associated protein PAT1 
K12618,l1_09120,Genetic Information Processing,l1_09122,Translation,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],5'-3' exoribonuclease 1  [EC:3.1.13.-] 
K12618,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],5'-3' exoribonuclease 1  [EC:3.1.13.-] 
K12619,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],5'-3' exoribonuclease 2  [EC:3.1.13.-] 
K12619,l1_09120,Genetic Information Processing,l1_09122,Translation,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],5'-3' exoribonuclease 2  [EC:3.1.13.-] 
K12620,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],U6 snRNA-associated Sm-like protein LSm1 
K12621,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],U6 snRNA-associated Sm-like protein LSm2 
K12621,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U6 snRNA-associated Sm-like protein LSm2 
K12622,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U6 snRNA-associated Sm-like protein LSm3 
K12622,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],U6 snRNA-associated Sm-like protein LSm3 
K12623,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U6 snRNA-associated Sm-like protein LSm4 
K12623,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],U6 snRNA-associated Sm-like protein LSm4 
K12624,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],U6 snRNA-associated Sm-like protein LSm5 
K12624,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U6 snRNA-associated Sm-like protein LSm5 
K12625,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U6 snRNA-associated Sm-like protein LSm6 
K12625,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],U6 snRNA-associated Sm-like protein LSm6 
K12626,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U6 snRNA-associated Sm-like protein LSm7 
K12626,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],U6 snRNA-associated Sm-like protein LSm7 
K12627,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],U6 snRNA-associated Sm-like protein LSm8 
K12627,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U6 snRNA-associated Sm-like protein LSm8 
K12628,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],puromycin biosynthesis protein Pur10  [EC:1.-.-.-] 
K12629,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],puromycin biosynthesis protein Pur7  [EC:3.-.-.-] 
K12630,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],puromycin biosynthesis protein Pur4  [EC:2.-.-.-] 
K12631,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],puromycin biosynthesis protein Pur6 
K12632,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],puromycin N-acetyltransferase  [EC:2.3.-.-] 
K12633,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],N-methyl-transferase  [EC:2.1.1.-] 
K12634,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],puromycin biosynthesis protein Pur3 
K12635,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],O-demethylpuromycin O-methyltransferase  [EC:2.1.1.38] 
K12636,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00998,Biosynthesis of various antibiotics [PATH:ko00998],N-acetylpuromycin N-acetylhydrolase 
K12637,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00905,Brassinosteroid biosynthesis [PATH:ko00905],3-epi-6-deoxocathasterone 23-monooxygenase  [EC:1.14.14.147] 
K12638,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00905,Brassinosteroid biosynthesis [PATH:ko00905],3-epi-6-deoxocathasterone 23-monooxygenase  [EC:1.14.14.147] 
K12639,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00905,Brassinosteroid biosynthesis [PATH:ko00905],steroid 22S-hydroxylase  [EC:1.14.14.178] 
K12640,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00905,Brassinosteroid biosynthesis [PATH:ko00905],brassinosteroid 6-oxygenase / brassinolide synthase  [EC:1.14.14.179 1.14.14.180] 
K12641,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04210,Apoptosis [PATH:ko04210],lamin A/C 
K12643,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00996,Biosynthesis of various alkaloids [PATH:ko00996],anthranilate N-methyltransferase  [EC:2.1.1.111] 
K12644,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00996,Biosynthesis of various alkaloids [PATH:ko00996],acridone synthase  [EC:2.3.1.159] 
K12645,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],epi-isozizaene 5-monooxygenase / beta-farnesene synthase  [EC:1.14.15.39 4.2.3.47] 
K12646,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04064,NF-kappa B signaling pathway [PATH:ko04064],ATP-dependent RNA helicase DDX58  [EC:3.6.4.13] 
K12650,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04140,,TRAF family member-associated NF-kappa-B activator 
K12657,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00330,Arginine and proline metabolism [PATH:ko00330],delta-1-pyrroline-5-carboxylate synthetase  [EC:2.7.2.11 1.2.1.41] 
K12658,l1_09100,Metabolism,l1_09106,Metabolism of other amino acids,map00470,D-Amino acid metabolism [PATH:ko00470],4-hydroxyproline epimerase  [EC:5.1.1.8] 
K12659,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00220,Arginine biosynthesis [PATH:ko00220],N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase  [EC:1.2.1.38 2.7.2.8] 
K12660,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00051,Fructose and mannose metabolism [PATH:ko00051],2-dehydro-3-deoxy-L-rhamnonate aldolase  [EC:4.1.2.53] 
K12661,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00051,Fructose and mannose metabolism [PATH:ko00051],L-rhamnonate dehydratase  [EC:4.2.1.90] 
K12662,l1_09120,Genetic Information Processing,l1_09121,Transcription,map03040,Spliceosome [PATH:ko03040],U4/U6 small nuclear ribonucleoprotein PRP4 
